weather_observation_id,station_name,state,latitude,longitude,crs,measurement_timestamp,rainfall_mm,rainfall_intensity_mm_hr,temperature_c,relative_humidity_pct,wind_speed_mps,surface_pressure_hpa,river_level_m,river_discharge_m3s,forecast_river_level_m,flood_alert_level,data_source,data_status
IN-WX-0324,Nagpur,Maharashtra,21.138387,79.086194,EPSG:4326,2025-06-11 00:00:00,5.37,0.38,35.7,79.6,8.54,1004.5,8.9,911.34,8.93,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0325,Ahmedabad,Gujarat,23.026627,72.567508,EPSG:4326,2025-06-11 00:00:00,4.07,0.27,32.8,75.7,5.24,1012.6,3.72,196.16,3.75,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0326,Surat,Gujarat,21.164181,72.828705,EPSG:4326,2025-06-11 00:00:00,32.94,1.68,29.2,49.0,1.99,993.1,6.81,565.46,6.77,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0327,Jaipur,Rajasthan,26.918059,75.789098,EPSG:4326,2025-06-11 00:00:00,1.19,0.19,18.6,61.4,13.53,996.2,9.14,674.86,9.28,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0328,Lucknow,Uttar Pradesh,26.839714,80.939034,EPSG:4326,2025-06-11 00:00:00,16.2,1.74,14.9,57.2,9.78,1016.3,3.5,397.42,3.61,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0329,Varanasi,Uttar Pradesh,25.325324,82.970153,EPSG:4326,2025-06-11 00:00:00,11.98,0.89,19.5,61.7,12.08,1012.3,6.85,191.69,6.65,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0330,Patna,Bihar,25.591753,85.127871,EPSG:4326,2025-06-11 00:00:00,10.4,0.47,23.8,84.6,13.49,1005.7,6.88,406.21,6.95,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0331,Kolkata,West Bengal,22.573914,88.36922,EPSG:4326,2025-06-11 00:00:00,1.35,0.25,16.6,67.2,6.69,1007.6,4.93,638.22,5.01,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0332,Guwahati,Assam,26.140615,91.729995,EPSG:4326,2025-06-11 00:00:00,3.87,0.26,25.1,47.3,4.24,1019.9,1.47,76.93,1.17,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0333,Bhubaneswar,Odisha,20.303034,85.825845,EPSG:4326,2025-06-11 00:00:00,21.49,3.07,28.2,58.1,0.64,1001.7,7.01,395.93,6.83,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0334,Ranchi,Jharkhand,23.351978,85.31025,EPSG:4326,2025-06-11 00:00:00,10.48,0.46,20.1,53.0,7.57,1017.9,6.4,300.31,6.21,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0335,Bhopal,Madhya Pradesh,23.268323,77.419077,EPSG:4326,2025-06-11 00:00:00,6.03,0.28,28.9,49.9,2.91,1011.9,3.63,76.8,3.4,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0336,Indore,Madhya Pradesh,22.726979,75.863356,EPSG:4326,2025-06-11 00:00:00,22.64,1.09,21.6,49.4,1.79,1001.7,9.74,1059.63,9.53,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0337,Raipur,Chhattisgarh,21.245498,81.625734,EPSG:4326,2025-06-11 00:00:00,6.81,0.43,23.9,50.1,12.07,1017.4,3.3,409.75,3.52,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0338,Hyderabad,Telangana,17.380238,78.487814,EPSG:4326,2025-06-11 00:00:00,13.99,1.2,30.6,48.8,7.76,1001.5,3.19,220.9,2.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0339,Bengaluru,Karnataka,12.970673,77.588638,EPSG:4326,2025-06-11 00:00:00,13.18,0.75,34.6,46.8,7.57,1012.1,5.27,411.6,5.33,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0340,Mysuru,Karnataka,12.303869,76.644009,EPSG:4326,2025-06-11 00:00:00,3.41,0.26,17.7,62.1,5.48,1015.1,9.15,781.6,9.16,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0341,Chennai,Tamil Nadu,13.082651,80.263732,EPSG:4326,2025-06-11 00:00:00,11.55,0.68,15.4,77.3,13.79,1016.1,2.24,165.71,2.27,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0342,Coimbatore,Tamil Nadu,11.008484,76.960008,EPSG:4326,2025-06-11 00:00:00,6.93,0.38,33.2,62.5,12.46,999.5,6.41,155.37,6.69,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0343,Kochi,Kerala,9.931082,76.271846,EPSG:4326,2025-06-11 00:00:00,2.41,0.21,13.3,80.7,2.25,1016.3,9.43,285.42,9.16,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0344,Thiruvananthapuram,Kerala,8.521967,76.929541,EPSG:4326,2025-06-11 00:00:00,2.5,0.18,27.4,71.2,4.37,1004.2,8.32,533.34,8.59,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0345,Vijayawada,Andhra Pradesh,16.507082,80.641958,EPSG:4326,2025-06-11 00:00:00,8.36,0.36,32.7,50.1,12.52,997.9,3.99,86.89,4.09,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0346,Visakhapatnam,Andhra Pradesh,17.690292,83.218315,EPSG:4326,2025-06-11 00:00:00,5.02,0.64,13.3,55.4,12.47,1009.8,9.84,427.9,9.68,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0347,Srinagar,Jammu and Kashmir,34.074542,74.80609,EPSG:4326,2025-06-11 00:00:00,12.95,0.98,27.7,83.5,13.07,1019.8,4.06,155.25,4.11,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0348,Shimla,Himachal Pradesh,31.095863,77.167947,EPSG:4326,2025-06-11 00:00:00,16.99,1.9,22.8,78.2,1.19,998.9,8.18,224.18,8.0,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0349,Dehradun,Uttarakhand,30.315675,78.036828,EPSG:4326,2025-06-11 00:00:00,0.56,0.03,24.7,97.4,12.53,1009.6,5.46,440.87,5.56,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0350,Gaya,Bihar,24.782799,84.997603,EPSG:4326,2025-06-11 00:00:00,0.8,0.11,20.2,86.1,1.8,998.5,2.93,125.07,2.88,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0351,Agra,Uttar Pradesh,27.168607,78.015679,EPSG:4326,2025-06-11 00:00:00,15.77,0.75,21.9,61.4,1.67,998.0,8.71,250.6,8.95,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0352,Gandhinagar,Gujarat,23.213677,72.641977,EPSG:4326,2025-06-11 00:00:00,23.62,1.39,25.2,64.0,1.41,1006.8,4.84,513.88,4.61,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0353,Delhi,Delhi,28.614553,77.210888,EPSG:4326,2025-06-12 00:00:00,13.71,2.72,34.0,71.0,2.84,996.4,10.4,501.71,10.33,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0354,Mumbai,Maharashtra,19.080166,72.883786,EPSG:4326,2025-06-12 00:00:00,3.57,0.27,22.1,64.8,1.82,1005.0,4.06,443.49,3.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0355,Pune,Maharashtra,18.521382,73.852517,EPSG:4326,2025-06-12 00:00:00,7.05,0.67,21.7,68.5,1.74,991.4,7.39,440.08,7.21,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0356,Nagpur,Maharashtra,21.144886,79.086501,EPSG:4326,2025-06-12 00:00:00,6.64,0.31,19.0,87.3,1.75,1016.1,8.42,613.75,8.45,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0357,Ahmedabad,Gujarat,23.013372,72.56231,EPSG:4326,2025-06-12 00:00:00,16.29,4.95,30.4,81.8,10.77,1018.3,8.19,1034.27,8.01,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0358,Surat,Gujarat,21.162943,72.830323,EPSG:4326,2025-06-12 00:00:00,15.67,2.22,32.8,90.4,5.13,1014.0,4.34,238.6,4.39,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0359,Jaipur,Rajasthan,26.912986,75.781882,EPSG:4326,2025-06-12 00:00:00,21.9,2.75,26.1,53.2,10.42,1006.2,8.53,475.13,8.42,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0360,Lucknow,Uttar Pradesh,26.843569,80.939672,EPSG:4326,2025-06-12 00:00:00,5.28,0.48,33.4,51.2,6.12,1005.9,8.15,212.41,8.12,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0361,Varanasi,Uttar Pradesh,25.315867,82.976189,EPSG:4326,2025-06-12 00:00:00,5.11,0.22,18.3,85.0,3.25,1012.9,9.94,564.34,10.11,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0362,Patna,Bihar,25.5932,85.141079,EPSG:4326,2025-06-12 00:00:00,10.12,0.46,14.3,60.0,10.13,994.4,7.27,149.82,7.09,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0363,Kolkata,West Bengal,22.563253,88.355493,EPSG:4326,2025-06-12 00:00:00,4.89,0.32,21.3,46.4,12.33,1013.1,9.46,823.39,9.73,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0364,Guwahati,Assam,26.137266,91.738065,EPSG:4326,2025-06-12 00:00:00,11.77,1.56,20.8,54.1,6.86,992.6,2.0,88.32,2.07,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0365,Bhubaneswar,Odisha,20.298061,85.833552,EPSG:4326,2025-06-12 00:00:00,36.01,1.56,12.6,59.0,8.85,1019.1,6.91,334.95,7.16,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0366,Ranchi,Jharkhand,23.334363,85.317113,EPSG:4326,2025-06-12 00:00:00,2.14,0.16,16.0,90.5,4.94,1014.3,3.19,360.19,3.27,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0367,Bhopal,Madhya Pradesh,23.268445,77.413599,EPSG:4326,2025-06-12 00:00:00,57.43,19.17,14.5,75.2,1.23,1006.2,7.9,306.42,7.69,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0368,Indore,Madhya Pradesh,22.726567,75.853019,EPSG:4326,2025-06-12 00:00:00,2.48,0.46,34.6,48.6,10.67,1018.9,7.72,177.18,7.8,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0369,Raipur,Chhattisgarh,21.25215,81.620616,EPSG:4326,2025-06-12 00:00:00,13.16,0.64,14.5,80.3,1.76,991.7,7.64,748.33,7.73,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0370,Hyderabad,Telangana,17.379715,78.488695,EPSG:4326,2025-06-12 00:00:00,17.64,0.74,16.4,96.2,10.75,1017.4,3.61,85.71,3.76,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0371,Bengaluru,Karnataka,12.971049,77.599467,EPSG:4326,2025-06-12 00:00:00,12.27,1.12,34.5,53.2,10.01,994.9,9.66,721.65,9.74,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0372,Mysuru,Karnataka,12.300928,76.632232,EPSG:4326,2025-06-12 00:00:00,10.73,0.61,20.9,87.9,3.84,1005.6,9.22,862.5,9.51,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0373,Chennai,Tamil Nadu,13.084473,80.264276,EPSG:4326,2025-06-12 00:00:00,18.22,1.11,23.1,87.8,12.4,990.3,5.86,454.59,5.72,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0374,Coimbatore,Tamil Nadu,11.017241,76.956289,EPSG:4326,2025-06-12 00:00:00,2.65,0.27,19.2,52.8,2.35,1008.5,0.92,71.64,0.69,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0375,Kochi,Kerala,9.937887,76.271175,EPSG:4326,2025-06-12 00:00:00,30.4,1.37,23.6,94.2,13.62,1002.4,5.01,462.36,4.8,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0376,Thiruvananthapuram,Kerala,8.523661,76.930174,EPSG:4326,2025-06-12 00:00:00,3.48,0.46,16.0,66.2,12.52,1018.2,10.23,1264.96,10.51,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0377,Vijayawada,Andhra Pradesh,16.512895,80.656737,EPSG:4326,2025-06-12 00:00:00,8.47,1.21,34.5,71.1,10.14,1014.1,9.61,407.96,9.44,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0378,Visakhapatnam,Andhra Pradesh,17.691017,83.226539,EPSG:4326,2025-06-12 00:00:00,11.87,0.95,33.1,84.7,7.62,1006.0,1.68,54.0,1.9,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0379,Srinagar,Jammu and Kashmir,34.083553,74.801319,EPSG:4326,2025-06-12 00:00:00,17.53,1.23,12.5,66.9,6.6,1000.3,8.6,1049.83,8.63,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0380,Shimla,Himachal Pradesh,31.113284,77.177991,EPSG:4326,2025-06-12 00:00:00,19.61,1.42,28.8,85.4,12.31,994.6,6.45,337.62,6.25,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0381,Dehradun,Uttarakhand,30.324448,78.026698,EPSG:4326,2025-06-12 00:00:00,3.29,0.14,32.5,73.0,5.69,1005.4,6.79,860.58,7.0,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0382,Gaya,Bihar,24.79988,84.997823,EPSG:4326,2025-06-12 00:00:00,15.99,0.7,13.1,61.4,1.59,994.9,5.03,562.08,4.86,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0383,Agra,Uttar Pradesh,27.182396,78.012115,EPSG:4326,2025-06-12 00:00:00,28.64,3.04,19.9,66.5,4.06,1010.1,3.95,435.3,3.86,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0384,Gandhinagar,Gujarat,23.216094,72.642339,EPSG:4326,2025-06-12 00:00:00,7.98,1.04,25.7,51.4,4.46,996.7,8.61,381.85,8.72,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0385,Delhi,Delhi,28.607195,77.208282,EPSG:4326,2025-06-13 00:00:00,52.4,6.95,25.3,47.2,6.08,991.4,5.75,593.58,5.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0386,Mumbai,Maharashtra,19.084346,72.882975,EPSG:4326,2025-06-13 00:00:00,27.22,2.54,16.6,48.8,2.23,1015.0,7.14,600.89,7.38,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0387,Pune,Maharashtra,18.517818,73.866659,EPSG:4326,2025-06-13 00:00:00,27.36,1.56,31.1,84.5,1.93,997.6,6.8,448.7,6.67,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0388,Nagpur,Maharashtra,21.150069,79.085118,EPSG:4326,2025-06-13 00:00:00,2.02,0.11,30.7,67.8,1.63,999.3,6.19,369.95,6.43,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0389,Ahmedabad,Gujarat,23.025333,72.565794,EPSG:4326,2025-06-13 00:00:00,2.27,0.3,26.2,58.1,3.4,1005.1,5.24,356.67,5.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0390,Surat,Gujarat,21.17453,72.838911,EPSG:4326,2025-06-13 00:00:00,2.44,0.13,28.3,59.7,6.36,1004.5,9.47,756.73,9.51,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0391,Jaipur,Rajasthan,26.920092,75.791137,EPSG:4326,2025-06-13 00:00:00,33.31,2.03,22.5,49.8,5.66,1010.8,6.53,588.19,6.83,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0392,Lucknow,Uttar Pradesh,26.839972,80.943561,EPSG:4326,2025-06-13 00:00:00,1.41,0.13,31.0,83.0,2.46,1001.2,5.85,745.5,5.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0393,Varanasi,Uttar Pradesh,25.313736,82.980481,EPSG:4326,2025-06-13 00:00:00,3.38,0.23,17.2,72.9,5.37,1011.0,5.18,535.1,4.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0394,Patna,Bihar,25.586071,85.129938,EPSG:4326,2025-06-13 00:00:00,27.37,1.16,21.4,47.1,2.13,993.6,9.21,1144.08,9.48,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0395,Kolkata,West Bengal,22.579673,88.361147,EPSG:4326,2025-06-13 00:00:00,17.82,0.77,13.0,85.4,5.1,998.6,10.17,906.44,10.33,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0396,Guwahati,Assam,26.134608,91.741568,EPSG:4326,2025-06-13 00:00:00,6.07,1.02,22.4,73.4,7.72,1002.3,6.01,475.86,6.26,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0397,Bhubaneswar,Odisha,20.301746,85.819124,EPSG:4326,2025-06-13 00:00:00,9.41,0.77,35.1,53.6,10.12,1002.2,1.9,112.26,2.19,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0398,Ranchi,Jharkhand,23.351425,85.306969,EPSG:4326,2025-06-13 00:00:00,3.85,0.18,22.4,76.3,5.76,996.5,8.75,677.17,8.79,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0399,Bhopal,Madhya Pradesh,23.26443,77.41029,EPSG:4326,2025-06-13 00:00:00,5.28,0.54,28.6,87.1,4.47,1007.3,9.38,657.13,9.48,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0400,Indore,Madhya Pradesh,22.728233,75.864197,EPSG:4326,2025-06-13 00:00:00,50.36,2.63,12.9,86.6,5.42,994.9,3.83,294.42,3.85,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0401,Raipur,Chhattisgarh,21.260485,81.629675,EPSG:4326,2025-06-13 00:00:00,21.65,4.67,25.1,85.8,1.84,993.1,2.86,121.83,2.96,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0402,Hyderabad,Telangana,17.385797,78.479617,EPSG:4326,2025-06-13 00:00:00,22.16,1.51,32.7,95.4,3.54,1002.9,7.51,604.02,7.24,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0403,Bengaluru,Karnataka,12.96571,77.60024,EPSG:4326,2025-06-13 00:00:00,17.58,1.27,30.8,59.1,9.96,993.6,4.87,521.51,4.97,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0404,Mysuru,Karnataka,12.289254,76.642147,EPSG:4326,2025-06-13 00:00:00,8.81,0.64,14.8,79.8,1.81,1008.5,6.33,417.39,6.35,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0405,Chennai,Tamil Nadu,13.090096,80.265921,EPSG:4326,2025-06-13 00:00:00,8.18,0.38,34.2,63.2,0.61,991.7,10.52,806.37,10.65,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0406,Coimbatore,Tamil Nadu,11.019947,76.957724,EPSG:4326,2025-06-13 00:00:00,34.17,2.54,14.4,97.2,4.04,994.0,3.93,362.25,4.18,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0407,Kochi,Kerala,9.927699,76.271985,EPSG:4326,2025-06-13 00:00:00,6.09,1.48,26.1,61.5,10.21,1016.3,9.82,206.51,9.61,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0408,Thiruvananthapuram,Kerala,8.517836,76.933289,EPSG:4326,2025-06-13 00:00:00,7.57,1.37,31.1,84.2,10.53,997.7,5.91,522.24,5.77,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0409,Vijayawada,Andhra Pradesh,16.497174,80.655266,EPSG:4326,2025-06-13 00:00:00,12.83,0.75,26.5,89.5,0.53,992.8,6.4,166.49,6.58,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0410,Visakhapatnam,Andhra Pradesh,17.687461,83.212696,EPSG:4326,2025-06-13 00:00:00,19.43,0.92,17.6,71.0,5.24,996.5,2.1,268.49,2.3,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0411,Srinagar,Jammu and Kashmir,34.076371,74.79995,EPSG:4326,2025-06-13 00:00:00,15.13,0.68,35.0,60.4,11.66,1007.5,3.35,161.61,3.2,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0412,Shimla,Himachal Pradesh,31.101256,77.173936,EPSG:4326,2025-06-13 00:00:00,21.3,1.07,21.1,58.3,12.18,1012.8,3.66,221.4,3.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0413,Dehradun,Uttarakhand,30.317832,78.032195,EPSG:4326,2025-06-13 00:00:00,16.51,4.68,22.1,48.3,1.22,1015.2,9.47,635.1,9.17,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0414,Gaya,Bihar,24.79336,85.00042,EPSG:4326,2025-06-13 00:00:00,25.87,3.2,35.9,56.2,1.47,1000.2,5.89,423.11,5.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0415,Agra,Uttar Pradesh,27.168546,78.006055,EPSG:4326,2025-06-13 00:00:00,1.71,0.11,26.6,64.4,3.86,1006.4,8.03,422.76,7.75,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0416,Gandhinagar,Gujarat,23.211896,72.639234,EPSG:4326,2025-06-13 00:00:00,5.01,0.33,19.5,69.7,11.91,990.6,4.46,302.78,4.63,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0417,Delhi,Delhi,28.609029,77.217101,EPSG:4326,2025-06-14 00:00:00,14.04,1.19,15.6,61.2,1.81,1005.3,9.19,734.18,9.42,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0418,Mumbai,Maharashtra,19.078181,72.871292,EPSG:4326,2025-06-14 00:00:00,11.99,1.01,18.4,88.1,10.02,1010.9,8.33,818.38,8.25,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0419,Pune,Maharashtra,18.528551,73.859928,EPSG:4326,2025-06-14 00:00:00,3.14,0.16,23.1,65.5,2.53,1005.4,4.19,287.25,4.23,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0420,Nagpur,Maharashtra,21.136095,79.086445,EPSG:4326,2025-06-14 00:00:00,1.43,0.15,24.5,49.2,10.47,1003.9,7.96,554.37,7.85,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0421,Ahmedabad,Gujarat,23.025341,72.571905,EPSG:4326,2025-06-14 00:00:00,23.7,2.32,15.1,94.6,9.42,1006.8,8.56,867.11,8.37,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0422,Surat,Gujarat,21.177675,72.839687,EPSG:4326,2025-06-14 00:00:00,10.07,0.51,16.6,79.9,8.09,1014.9,3.28,168.77,3.06,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0423,Jaipur,Rajasthan,26.919801,75.77805,EPSG:4326,2025-06-14 00:00:00,24.97,1.62,16.6,97.7,11.1,995.5,3.74,151.54,3.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0424,Lucknow,Uttar Pradesh,26.846015,80.950836,EPSG:4326,2025-06-14 00:00:00,37.05,4.07,29.8,82.6,8.91,1018.3,3.02,302.8,2.92,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0425,Varanasi,Uttar Pradesh,25.312631,82.97929,EPSG:4326,2025-06-14 00:00:00,11.84,0.63,20.4,55.8,4.98,1015.7,6.78,731.07,6.96,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0426,Patna,Bihar,25.586128,85.14056,EPSG:4326,2025-06-14 00:00:00,20.81,1.36,27.6,69.3,2.43,993.2,1.48,159.94,1.26,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0427,Kolkata,West Bengal,22.572896,88.367141,EPSG:4326,2025-06-14 00:00:00,24.82,1.88,24.9,62.5,3.57,1005.6,10.25,475.07,10.2,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0428,Guwahati,Assam,26.135053,91.727034,EPSG:4326,2025-06-14 00:00:00,23.28,0.99,30.5,50.7,7.3,992.2,10.32,1297.25,10.54,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0429,Bhubaneswar,Odisha,20.293905,85.826982,EPSG:4326,2025-06-14 00:00:00,13.91,2.18,12.3,66.0,7.7,1018.9,9.21,1108.79,8.92,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0430,Ranchi,Jharkhand,23.350872,85.303092,EPSG:4326,2025-06-14 00:00:00,10.76,2.69,26.0,74.1,10.82,1005.3,9.98,400.58,9.78,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0431,Bhopal,Madhya Pradesh,23.269875,77.41439,EPSG:4326,2025-06-14 00:00:00,27.92,3.87,35.6,47.0,3.48,1002.9,5.97,733.62,5.99,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
