population_id,state,district,village_or_city,nearest_city,latitude,longitude,crs,population_total,male_population,female_population,households,population_density_per_km2,children_population,elderly_population,settlement_type,river_distance_m,floodplain_flag,elevation_m,estimated_exposed_population,settlement_geometry_wkt,data_source,data_status
IN-POP-0279,Uttar Pradesh,Agra,Agra Settlement 0279,Agra,27.195794,77.994318,EPSG:4326,139135,71082,68053,30347,23350.8,17183,11931,City,293.8,1,1034.8,73008,POINT (77.994318 27.195794),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0280,Delhi,Delhi,Delhi Settlement 0280,Delhi,28.62387,77.21961,EPSG:4326,12809,6043,6766,3165,3257.9,2105,899,Village,4235.6,0,1176.8,896,POINT (77.219610 28.623870),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0281,Maharashtra,Mumbai,Mumbai Settlement 0281,Mumbai,19.093881,72.871967,EPSG:4326,2742,1374,1368,626,356.4,593,291,Village,212.6,1,428.9,1587,POINT (72.871967 19.093881),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0282,Maharashtra,Pune,Pune Settlement 0282,Pune,18.541764,73.875873,EPSG:4326,3945,1995,1950,791,354.9,661,364,Village,1000.2,1,1012.0,2318,POINT (73.875873 18.541764),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0283,Maharashtra,Nagpur,Nagpur Settlement 0283,Nagpur,21.157572,79.087208,EPSG:4326,902,473,429,228,351.2,147,110,Village,1560.3,1,302.2,69,POINT (79.087208 21.157572),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0284,Gujarat,Ahmedabad,Ahmedabad Settlement 0284,Ahmedabad,23.037129,72.55714,EPSG:4326,21391,11308,10083,5221,4049.4,3649,2288,Town,1272.6,1,1064.3,12287,POINT (72.557140 23.037129),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0285,Gujarat,Surat,Surat Settlement 0285,Surat,21.195847,72.854438,EPSG:4326,72577,36820,35757,16526,28665.1,11181,8294,Town,581.6,1,717.2,30007,POINT (72.854438 21.195847),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0286,Rajasthan,Jaipur,Jaipur Settlement 0286,Jaipur,26.892642,75.768728,EPSG:4326,53941,25770,28171,14113,8858.4,6477,4352,Urban Fringe,2450.5,0,80.0,3652,POINT (75.768728 26.892642),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0287,Uttar Pradesh,Lucknow,Lucknow Settlement 0287,Lucknow,26.843775,80.974205,EPSG:4326,126220,61873,64347,26390,30907.7,19985,11678,Town,7692.5,0,513.4,7076,POINT (80.974205 26.843775),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0288,Uttar Pradesh,Varanasi,Varanasi Settlement 0288,Varanasi,25.323623,82.970834,EPSG:4326,116379,59325,57054,30292,13393.6,20136,12077,Town,518.6,1,728.1,28650,POINT (82.970834 25.323623),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0289,Bihar,Patna,Patna Settlement 0289,Patna,25.59844,85.128545,EPSG:4326,7694,3758,3936,1626,988.0,988,601,Village,7236.2,0,709.7,318,POINT (85.128545 25.598440),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0290,West Bengal,Kolkata,Kolkata Settlement 0290,Kolkata,22.588446,88.360281,EPSG:4326,20266,10354,9912,5763,6465.5,4240,2490,Town,7556.0,0,431.3,604,POINT (88.360281 22.588446),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0291,Assam,Guwahati,Guwahati Settlement 0291,Guwahati,26.144697,91.736211,EPSG:4326,7485,3741,3744,2007,5509.0,1419,751,Village,5159.9,0,740.5,302,POINT (91.736211 26.144697),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0292,Odisha,Bhubaneswar,Bhubaneswar Settlement 0292,Bhubaneswar,20.304334,85.803272,EPSG:4326,6895,3315,3580,1402,2526.0,868,795,Urban Fringe,4022.0,0,399.4,29,POINT (85.803272 20.304334),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0293,Jharkhand,Ranchi,Ranchi Settlement 0293,Ranchi,23.347084,85.339344,EPSG:4326,11696,5822,5874,2771,2094.4,2298,1006,Village,4597.2,0,517.7,106,POINT (85.339344 23.347084),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0294,Madhya Pradesh,Bhopal,Bhopal Settlement 0294,Bhopal,23.27082,77.427148,EPSG:4326,18452,9045,9407,4547,2421.7,3874,2022,Village,1034.3,1,476.1,1267,POINT (77.427148 23.270820),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0295,Madhya Pradesh,Indore,Indore Settlement 0295,Indore,22.702268,75.842094,EPSG:4326,120893,63892,57001,35587,23099.5,26333,14572,City,3425.8,0,990.8,1033,POINT (75.842094 22.702268),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0296,Chhattisgarh,Raipur,Raipur Settlement 0296,Raipur,21.273576,81.606266,EPSG:4326,7598,3913,3685,1977,9638.0,1219,910,Village,1553.7,1,637.9,3475,POINT (81.606266 21.273576),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0297,Telangana,Hyderabad,Hyderabad Settlement 0297,Hyderabad,17.360739,78.461221,EPSG:4326,23295,11141,12154,5502,3475.9,4123,2712,Village,1658.6,1,867.8,6254,POINT (78.461221 17.360739),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0298,Karnataka,Bengaluru,Bengaluru Settlement 0298,Bengaluru,12.989891,77.621517,EPSG:4326,20709,10356,10353,4413,14197.8,2557,1469,Village,5557.0,0,1147.5,955,POINT (77.621517 12.989891),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0299,Karnataka,Mysuru,Mysuru Settlement 0299,Mysuru,12.275451,76.651945,EPSG:4326,129349,68384,60965,38086,118446.0,20761,11138,Town,2075.4,0,949.0,4934,POINT (76.651945 12.275451),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0300,Tamil Nadu,Chennai,Chennai Settlement 0300,Chennai,13.112272,80.299639,EPSG:4326,21297,10335,10962,4508,7959.0,3733,1579,Village,5217.2,0,896.8,491,POINT (80.299639 13.112272),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0301,Tamil Nadu,Coimbatore,Coimbatore Settlement 0301,Coimbatore,11.005313,76.944357,EPSG:4326,13065,6645,6420,2795,1247.6,2318,1556,Village,4993.5,0,11.1,802,POINT (76.944357 11.005313),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0302,Kerala,Kochi,Kochi Settlement 0302,Kochi,9.92894,76.274758,EPSG:4326,128733,68151,60582,38476,73621.7,17990,9212,Town,2104.6,0,961.4,4159,POINT (76.274758 9.928940),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0303,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0303,Thiruvananthapuram,8.505804,76.919189,EPSG:4326,21124,10536,10588,5482,3684.0,4190,2637,Urban Fringe,4224.0,0,99.9,916,POINT (76.919189 8.505804),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0304,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0304,Vijayawada,16.535443,80.619444,EPSG:4326,105190,54591,50599,23181,10566.1,20815,7201,Town,6343.3,0,1150.5,565,POINT (80.619444 16.535443),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0305,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0305,Visakhapatnam,17.670241,83.211588,EPSG:4326,93517,44506,49011,22908,10508.2,17437,8047,Urban Fringe,1274.2,1,1131.9,18657,POINT (83.211588 17.670241),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0306,Jammu and Kashmir,Srinagar,Srinagar Settlement 0306,Srinagar,34.094874,74.810105,EPSG:4326,122396,64077,58319,27565,14093.2,18119,11074,Urban Fringe,4673.9,0,756.4,8072,POINT (74.810105 34.094874),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0307,Himachal Pradesh,Shimla,Shimla Settlement 0307,Shimla,31.124412,77.166441,EPSG:4326,133593,68695,64898,27210,23752.0,19903,9622,Urban Fringe,908.0,1,976.5,7306,POINT (77.166441 31.124412),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0308,Uttarakhand,Dehradun,Dehradun Settlement 0308,Dehradun,30.320964,78.054735,EPSG:4326,127537,61326,66211,26160,13363.9,20044,8354,City,6020.3,0,621.6,3032,POINT (78.054735 30.320964),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0309,Bihar,Gaya,Gaya Settlement 0309,Gaya,24.785256,84.97164,EPSG:4326,15645,7397,8248,3129,1818.3,3417,1564,Village,7739.4,0,61.3,147,POINT (84.971640 24.785256),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0310,Uttar Pradesh,Agra,Agra Settlement 0310,Agra,27.156856,77.980203,EPSG:4326,117530,61863,55667,23785,20961.2,21559,10146,Urban Fringe,2034.9,0,102.4,7512,POINT (77.980203 27.156856),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0311,Delhi,Delhi,Delhi Settlement 0311,Delhi,28.623574,77.218842,EPSG:4326,132410,65246,67164,33733,14578.6,22048,9066,Town,6815.5,0,1185.2,6755,POINT (77.218842 28.623574),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0312,Maharashtra,Mumbai,Mumbai Settlement 0312,Mumbai,19.048471,72.864129,EPSG:4326,145303,73370,71933,34320,35532.3,22922,14171,Town,2259.9,0,565.8,11220,POINT (72.864129 19.048471),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0313,Maharashtra,Pune,Pune Settlement 0313,Pune,18.518579,73.846188,EPSG:4326,499,255,244,123,52.4,61,51,Village,976.3,1,863.3,228,POINT (73.846188 18.518579),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0314,Maharashtra,Nagpur,Nagpur Settlement 0314,Nagpur,21.170616,79.097389,EPSG:4326,124245,59224,65021,35107,177290.7,25519,12996,Urban Fringe,3245.7,0,69.6,5120,POINT (79.097389 21.170616),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0315,Gujarat,Ahmedabad,Ahmedabad Settlement 0315,Ahmedabad,23.017577,72.59688,EPSG:4326,40852,21545,19307,11806,7176.9,7563,3928,Urban Fringe,533.8,1,252.9,22414,POINT (72.596880 23.017577),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0316,Gujarat,Surat,Surat Settlement 0316,Surat,21.152231,72.807601,EPSG:4326,7589,3780,3809,1714,931.3,1230,730,Village,1146.7,1,900.4,5377,POINT (72.807601 21.152231),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0317,Rajasthan,Jaipur,Jaipur Settlement 0317,Jaipur,26.916265,75.766625,EPSG:4326,11186,5878,5308,2375,1132.8,1450,682,Village,5672.0,0,372.7,389,POINT (75.766625 26.916265),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0318,Uttar Pradesh,Lucknow,Lucknow Settlement 0318,Lucknow,26.850827,80.97265,EPSG:4326,21755,10845,10910,5154,2156.6,3150,1821,Village,7640.9,0,666.8,956,POINT (80.972650 26.850827),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0319,Uttar Pradesh,Varanasi,Varanasi Settlement 0319,Varanasi,25.288901,82.967346,EPSG:4326,4819,2425,2394,1264,1155.9,915,482,Village,1265.1,1,1166.3,2724,POINT (82.967346 25.288901),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0320,Bihar,Patna,Patna Settlement 0320,Patna,25.583055,85.161887,EPSG:4326,75962,37609,38353,15738,12524.8,9510,7585,Urban Fringe,6828.7,0,387.8,417,POINT (85.161887 25.583055),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0321,West Bengal,Kolkata,Kolkata Settlement 0321,Kolkata,22.600574,88.352013,EPSG:4326,10759,5285,5474,2629,969.1,1424,1393,Village,2971.5,0,150.8,757,POINT (88.352013 22.600574),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0322,Assam,Guwahati,Guwahati Settlement 0322,Guwahati,26.127274,91.723407,EPSG:4326,16170,8378,7792,4549,2460.0,2736,1706,Village,2534.8,0,845.9,314,POINT (91.723407 26.127274),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0323,Odisha,Bhubaneswar,Bhubaneswar Settlement 0323,Bhubaneswar,20.292941,85.800605,EPSG:4326,16556,8615,7941,3919,1774.4,3640,1456,Village,827.0,1,510.5,1378,POINT (85.800605 20.292941),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0324,Jharkhand,Ranchi,Ranchi Settlement 0324,Ranchi,23.371702,85.314263,EPSG:4326,53359,26119,27240,11336,5019.1,10466,3284,City,3557.1,0,498.7,791,POINT (85.314263 23.371702),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0325,Madhya Pradesh,Bhopal,Bhopal Settlement 0325,Bhopal,23.241529,77.423683,EPSG:4326,68691,35199,33492,16137,29966.9,8441,4980,City,5866.7,0,985.5,5149,POINT (77.423683 23.241529),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0326,Madhya Pradesh,Indore,Indore Settlement 0326,Indore,22.74094,75.839855,EPSG:4326,2494,1264,1230,523,2753.0,413,157,Village,869.4,1,1003.8,399,POINT (75.839855 22.740940),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0327,Chhattisgarh,Raipur,Raipur Settlement 0327,Raipur,21.234372,81.642275,EPSG:4326,98668,51639,47029,20013,16505.9,13298,8045,City,1516.1,1,129.9,5182,POINT (81.642275 21.234372),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0328,Telangana,Hyderabad,Hyderabad Settlement 0328,Hyderabad,17.359636,78.470583,EPSG:4326,131781,69672,62109,36288,43380.7,16254,7955,City,6863.2,0,97.2,7478,POINT (78.470583 17.359636),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0329,Karnataka,Bengaluru,Bengaluru Settlement 0329,Bengaluru,12.944245,77.604802,EPSG:4326,70086,33480,36606,15526,59911.1,10898,8540,City,7384.4,0,233.9,4100,POINT (77.604802 12.944245),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0330,Karnataka,Mysuru,Mysuru Settlement 0330,Mysuru,12.315074,76.661072,EPSG:4326,1539,804,735,479,136.7,297,94,Village,5543.8,0,5.5,31,POINT (76.661072 12.315074),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0331,Tamil Nadu,Chennai,Chennai Settlement 0331,Chennai,13.068591,80.291727,EPSG:4326,3382,1597,1785,869,554.1,585,349,Village,6338.1,0,1115.2,188,POINT (80.291727 13.068591),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0332,Tamil Nadu,Coimbatore,Coimbatore Settlement 0332,Coimbatore,11.03006,76.946636,EPSG:4326,7495,3676,3819,1966,786.6,1516,606,Village,2118.6,0,195.5,463,POINT (76.946636 11.030060),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0333,Kerala,Kochi,Kochi Settlement 0333,Kochi,9.945007,76.252596,EPSG:4326,19823,9382,10441,4934,2651.4,3221,1770,Village,5314.2,0,794.2,25,POINT (76.252596 9.945007),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0334,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0334,Thiruvananthapuram,8.514381,76.937658,EPSG:4326,1052,541,511,327,374.4,176,94,Village,2875.2,0,544.1,72,POINT (76.937658 8.514381),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0335,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0335,Vijayawada,16.485816,80.657569,EPSG:4326,116973,56354,60619,35534,118199.1,24619,12914,Town,3111.3,0,368.2,7577,POINT (80.657569 16.485816),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0336,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0336,Visakhapatnam,17.66268,83.203689,EPSG:4326,94348,47008,47340,19676,11249.9,15550,11707,City,6340.9,0,417.9,1933,POINT (83.203689 17.662680),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0337,Jammu and Kashmir,Srinagar,Srinagar Settlement 0337,Srinagar,34.092895,74.819031,EPSG:4326,11390,5513,5877,2706,1670.8,2466,1414,Village,2157.7,0,8.9,591,POINT (74.819031 34.092895),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0338,Himachal Pradesh,Shimla,Shimla Settlement 0338,Shimla,31.093896,77.16582,EPSG:4326,76048,37000,39048,15589,58026.6,9809,5036,Town,6533.2,0,1147.3,1005,POINT (77.165820 31.093896),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0339,Uttarakhand,Dehradun,Dehradun Settlement 0339,Dehradun,30.294316,78.008776,EPSG:4326,129679,64067,65612,39914,11658.3,20371,9090,City,6177.6,0,999.1,3193,POINT (78.008776 30.294316),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0340,Bihar,Gaya,Gaya Settlement 0340,Gaya,24.818402,85.013716,EPSG:4326,107992,53691,54301,25939,13350.0,14303,7987,Urban Fringe,5036.4,0,47.9,3992,POINT (85.013716 24.818402),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0341,Uttar Pradesh,Agra,Agra Settlement 0341,Agra,27.200335,77.997135,EPSG:4326,466,228,238,126,141.2,72,42,Village,1823.5,0,185.1,25,POINT (77.997135 27.200335),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0342,Delhi,Delhi,Delhi Settlement 0342,Delhi,28.589499,77.182828,EPSG:4326,4113,2072,2041,1131,359.2,672,269,Village,2837.5,0,746.3,174,POINT (77.182828 28.589499),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0343,Maharashtra,Mumbai,Mumbai Settlement 0343,Mumbai,19.073394,72.900646,EPSG:4326,33129,15753,17376,9761,2926.4,6913,4188,Town,847.6,1,675.2,9823,POINT (72.900646 19.073394),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0344,Maharashtra,Pune,Pune Settlement 0344,Pune,18.512205,73.843301,EPSG:4326,47163,22361,24802,10580,39750.2,7215,4558,Town,1644.1,1,1031.1,2676,POINT (73.843301 18.512205),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0345,Maharashtra,Nagpur,Nagpur Settlement 0345,Nagpur,21.153562,79.070922,EPSG:4326,31690,15858,15832,6818,7550.9,5155,2384,Town,5885.4,0,602.1,2331,POINT (79.070922 21.153562),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0346,Gujarat,Ahmedabad,Ahmedabad Settlement 0346,Ahmedabad,23.020185,72.555278,EPSG:4326,80100,37829,42271,21699,6732.7,12580,5687,Town,3441.0,0,340.7,811,POINT (72.555278 23.020185),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0347,Gujarat,Surat,Surat Settlement 0347,Surat,21.188573,72.838012,EPSG:4326,19873,9364,10509,5464,4518.6,3012,1718,Town,5837.4,0,562.5,1327,POINT (72.838012 21.188573),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0348,Rajasthan,Jaipur,Jaipur Settlement 0348,Jaipur,26.920434,75.793619,EPSG:4326,37403,18018,19385,8505,3988.6,5836,4671,City,3784.5,0,428.4,1372,POINT (75.793619 26.920434),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0349,Uttar Pradesh,Lucknow,Lucknow Settlement 0349,Lucknow,26.830316,80.959997,EPSG:4326,130383,64245,66138,40266,23892.0,19570,15820,Town,7328.7,0,1139.8,3033,POINT (80.959997 26.830316),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0350,Uttar Pradesh,Varanasi,Varanasi Settlement 0350,Varanasi,25.344918,82.964424,EPSG:4326,86894,45633,41261,19946,13235.9,11053,10077,Urban Fringe,3586.0,0,242.7,4569,POINT (82.964424 25.344918),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0351,Bihar,Patna,Patna Settlement 0351,Patna,25.607606,85.155246,EPSG:4326,23494,11896,11598,5298,3055.2,3000,1990,City,5391.9,0,460.9,1720,POINT (85.155246 25.607606),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0352,West Bengal,Kolkata,Kolkata Settlement 0352,Kolkata,22.555583,88.3809,EPSG:4326,23959,12007,11952,6805,2160.6,3468,1751,Village,3731.1,0,81.1,817,POINT (88.380900 22.555583),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0353,Assam,Guwahati,Guwahati Settlement 0353,Guwahati,26.156595,91.757464,EPSG:4326,7611,3776,3835,2219,10293.7,1119,976,Village,52.5,1,934.7,1410,POINT (91.757464 26.156595),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0354,Odisha,Bhubaneswar,Bhubaneswar Settlement 0354,Bhubaneswar,20.314116,85.801836,EPSG:4326,9897,4799,5098,2079,2436.6,1919,1163,Village,5875.8,0,600.9,203,POINT (85.801836 20.314116),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0355,Jharkhand,Ranchi,Ranchi Settlement 0355,Ranchi,23.325713,85.321995,EPSG:4326,4544,2305,2239,1259,894.3,708,287,Village,4875.9,0,822.9,218,POINT (85.321995 23.325713),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0356,Madhya Pradesh,Bhopal,Bhopal Settlement 0356,Bhopal,23.236122,77.410875,EPSG:4326,8396,4398,3998,1896,761.1,1391,1003,Village,7438.1,0,212.7,455,POINT (77.410875 23.236122),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0357,Madhya Pradesh,Indore,Indore Settlement 0357,Indore,22.730819,75.835547,EPSG:4326,21436,11356,10080,4901,3145.2,4628,2522,Village,2417.0,0,119.6,876,POINT (75.835547 22.730819),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0358,Chhattisgarh,Raipur,Raipur Settlement 0358,Raipur,21.230045,81.644113,EPSG:4326,68549,35910,32639,18389,7811.4,10832,4415,Town,5429.9,0,31.6,3898,POINT (81.644113 21.230045),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0359,Telangana,Hyderabad,Hyderabad Settlement 0359,Hyderabad,17.392009,78.488501,EPSG:4326,67043,33997,33046,15440,62478.5,9217,8573,Urban Fringe,6254.7,0,1176.9,1857,POINT (78.488501 17.392009),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0360,Karnataka,Bengaluru,Bengaluru Settlement 0360,Bengaluru,12.994893,77.569179,EPSG:4326,73456,36684,36772,15279,10472.3,9785,4471,Town,371.7,1,118.9,48679,POINT (77.569179 12.994893),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0361,Karnataka,Mysuru,Mysuru Settlement 0361,Mysuru,12.286707,76.656912,EPSG:4326,52528,26084,26444,12865,7831.9,6738,4211,Town,3697.1,0,90.6,496,POINT (76.656912 12.286707),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0362,Tamil Nadu,Chennai,Chennai Settlement 0362,Chennai,13.083506,80.253502,EPSG:4326,20486,9978,10508,4349,19942.4,3585,1854,Village,3889.6,0,502.7,57,POINT (80.253502 13.083506),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0363,Tamil Nadu,Coimbatore,Coimbatore Settlement 0363,Coimbatore,11.01746,76.975701,EPSG:4326,64774,31945,32829,16512,6758.9,12960,3922,Town,5187.2,0,1028.1,2681,POINT (76.975701 11.017460),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0364,Kerala,Kochi,Kochi Settlement 0364,Kochi,9.90944,76.294015,EPSG:4326,13417,6508,6909,3153,5480.8,2856,1146,Village,2985.2,0,380.1,100,POINT (76.294015 9.909440),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0365,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0365,Thiruvananthapuram,8.499659,76.917165,EPSG:4326,6628,3391,3237,1923,2098.4,1284,859,Village,3948.3,0,962.7,199,POINT (76.917165 8.499659),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0366,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0366,Vijayawada,16.495648,80.624646,EPSG:4326,13740,6624,7116,2823,1231.7,1791,1510,Village,5778.5,0,718.2,915,POINT (80.624646 16.495648),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0367,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0367,Visakhapatnam,17.66818,83.209222,EPSG:4326,110779,58208,52571,25676,115655.4,15354,12399,Town,5491.3,0,122.4,2835,POINT (83.209222 17.668180),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0368,Jammu and Kashmir,Srinagar,Srinagar Settlement 0368,Srinagar,34.07865,74.797032,EPSG:4326,1432,741,691,355,143.6,306,90,Village,1345.3,1,1164.9,271,POINT (74.797032 34.078650),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0369,Himachal Pradesh,Shimla,Shimla Settlement 0369,Shimla,31.118827,77.148057,EPSG:4326,119457,58826,60631,37313,30180.2,22632,13891,Town,6739.6,0,1168.7,632,POINT (77.148057 31.118827),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0370,Uttarakhand,Dehradun,Dehradun Settlement 0370,Dehradun,30.295331,78.04632,EPSG:4326,10803,5619,5184,2537,1737.2,2109,1009,Village,665.5,1,1115.2,5614,POINT (78.046320 30.295331),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0371,Bihar,Gaya,Gaya Settlement 0371,Gaya,24.79521,85.002145,EPSG:4326,21256,10431,10825,4289,2834.7,2574,1896,Urban Fringe,2932.6,0,199.3,1141,POINT (85.002145 24.795210),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
