dam_id,dam_name,state,river_basin,river_name,nearest_city_or_district,latitude,longitude,crs,year_of_completion,seismic_zone,dam_type,dam_height_m,dam_length_m,dam_volume_content_m3,gross_storage_capacity_m3,reservoir_area_m2,effective_storage_capacity_m3,purpose,designed_spillway_capacity_m3s,dam_status,dam_geometry_wkt,data_status
IND_DAM_0522,Karbi Langpi - Prototype Record 522,Assam,Brahmaputra,Borpani,Assam,25.7243694,92.6326533,EPSG:4326,1944,IV,Concrete,46.57,908.86,2171423.11,55836146.04,5114314.11,44580203.97,Irrigation,880.23,Under Construction,POINT (92.6326533 25.7243694),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0523,Kohira - Prototype Record 523,Bihar,Ganga,Kohira,Bihar,24.9429853,83.5559418,EPSG:4326,1930,II,Earthfill,5.0,2834.29,2349105.39,218985334.4,17261595.44,176724140.96,Drinking Water,3833.43,Under Construction,POINT (83.5559418 24.9429853),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0524,Gangrel - Prototype Record 524,Chhattisgarh,Mahanadi,Mahanadi,Chhattisgarh,20.0512256,81.5587293,EPSG:4326,1922,III,Masonry,49.88,1034.64,8736777.83,65768048.1,18958842.46,58946611.31,Drinking Water,1633.77,Under Construction,POINT (81.5587293 20.0512256),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0525,Salaulim - Prototype Record 525,Goa,West Coast,Salaulim,Goa,15.3140136,73.9359516,EPSG:4326,1996,II,Earthfill,43.73,2421.96,10159276.88,192293616.0,24864676.83,180093365.47,Multipurpose,782.61,Under Construction,POINT (73.9359516 15.3140136),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0526,Sardar Sarovar - Prototype Record 526,Gujarat,Narmada,Narmada,Gujarat,21.5957063,73.7521121,EPSG:4326,1991,III,Concrete/Gravity,69.58,154.39,1213660.49,150952130.94,71800931.95,123900138.38,Drinking Water,1045.83,Under Construction,POINT (73.7521121 21.5957063),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0527,Ukai - Prototype Record 527,Gujarat,Tapi,Tapi,Gujarat,21.2240478,73.5025973,EPSG:4326,1939,II,Earthfill/Concrete,26.38,526.36,1004746.11,570189062.81,206264366.59,479332610.69,Irrigation,6338.14,Under Construction,POINT (73.5025973 21.2240478),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0528,Kaushalya - Prototype Record 528,Haryana,Indus,Kaushalya,Haryana,30.7882644,76.8127309,EPSG:4326,2002,II,Earthfill,41.6,661.77,2322036.25,323249496.3,96649449.4,289322091.81,Irrigation;Hydropower,2286.08,Operational,POINT (76.8127309 30.7882644),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0529,Bhakra - Prototype Record 529,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.4125019,76.3008937,EPSG:4326,1953,III,Concrete/Gravity,40.05,308.62,1896435.49,66483829.05,29394397.19,62222287.58,Multipurpose,1592.04,Operational,POINT (76.3008937 31.4125019),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0530,Pong - Prototype Record 530,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.9324791,76.8729914,EPSG:4326,1988,III,Earthfill,36.35,1745.61,5836494.02,162984743.52,59758205.38,154792182.1,Multipurpose,1616.57,Under Construction,POINT (76.8729914 31.9324791),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0531,Maithon - Prototype Record 531,Jharkhand,Damodar,Barakar,Jharkhand,23.7271119,86.7190897,EPSG:4326,1983,V,Concrete/Earthfill,78.34,400.57,4615892.0,2481051163.96,500000000.0,2194105822.78,Hydropower,13015.3,Operational,POINT (86.7190897 23.7271119),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0532,Panchet - Prototype Record 532,Jharkhand,Ganga,Damodar,Jharkhand,23.567805,86.752702,EPSG:4326,1959,IV,Earthfill/Concrete,50.22,475.6,2039144.04,20697743.72,1395737.05,14145536.16,Hydropower,799.18,Operational,POINT (86.7527020 23.5678050),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0533,Almatti - Prototype Record 533,Karnataka,Krishna,Krishna,Karnataka,16.2559761,75.7978518,EPSG:4326,1961,IV,Concrete,85.47,648.44,3223714.21,94048423.64,11072996.42,73801931.24,Multipurpose,1586.51,Operational,POINT (75.7978518 16.2559761),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0534,Krishna Raja Sagara - Prototype Record 534,Karnataka,Cauvery,Cauvery,Karnataka,12.4646306,76.4920434,EPSG:4326,1905,III,Masonry,40.91,2595.69,6855533.55,42214214.72,4472590.63,28288480.21,Drinking Water,540.65,Operational,POINT (76.4920434 12.4646306),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0535,Tungabhadra - Prototype Record 535,Karnataka,Krishna,Tungabhadra,Karnataka,15.2062485,76.4118618,EPSG:4326,1941,V,Masonry,28.65,1381.57,5536980.97,77178531.72,12252041.56,69658575.34,Drinking Water,2368.55,Operational,POINT (76.4118618 15.2062485),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0536,Idukki - Prototype Record 536,Kerala,West Coast,Periyar,Kerala,9.9367987,77.0076848,EPSG:4326,1987,III,Concrete/Arch,144.62,304.87,6466499.66,565390182.7,84633720.31,445193610.12,Hydropower,6226.93,Under Construction,POINT (77.0076848 9.9367987),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0537,Mullaperiyar - Prototype Record 537,Kerala,West Coast,Periyar,Kerala,9.6853154,77.2437168,EPSG:4326,2007,II,Masonry,35.04,2025.45,7627998.13,1071695090.97,126184889.66,849091366.84,Drinking Water,3632.45,Operational,POINT (77.2437168 9.6853154),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0538,Indira Sagar - Prototype Record 538,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.2609989,76.4837241,EPSG:4326,2005,IV,Concrete/Earthfill,76.25,3639.25,48164261.01,100228745.34,48001110.24,75926733.57,Flood Control,2708.97,Operational,POINT (76.4837241 22.2609989),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0539,Bargi - Prototype Record 539,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,23.0280978,79.9127992,EPSG:4326,1952,IV,Concrete,68.42,1467.14,8449812.6,138172865.3,21124156.83,111114084.09,Multipurpose,3305.43,Operational,POINT (79.9127992 23.0280978),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0540,Koyna - Prototype Record 540,Maharashtra,Other,Koyna,Maharashtra,17.3556474,73.6845212,EPSG:4326,2014,II,Concrete/Gravity,56.5,1527.05,6387384.32,10029360.85,782163.68,7468967.23,Hydropower,256.46,Operational,POINT (73.6845212 17.3556474),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0541,Jayakwadi - Prototype Record 541,Maharashtra,Godavari,Godavari,Maharashtra,19.6222838,75.4254984,EPSG:4326,1944,III,Earthfill,53.39,428.53,2723282.75,217282041.73,30930884.37,183621081.73,Irrigation;Hydropower,3158.57,Under Construction,POINT (75.4254984 19.6222838),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0542,Khuga - Prototype Record 542,Manipur,Barak,Khuga,Manipur,24.5254313,93.7218001,EPSG:4326,1935,V,Earthfill,28.4,973.1,2811013.63,72888415.88,8450828.16,54760051.54,Flood Control,1651.62,Under Construction,POINT (93.7218001 24.5254313),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0543,Umiam - Prototype Record 543,Meghalaya,Brahmaputra,Umiam,Meghalaya,25.7671664,91.9036572,EPSG:4326,1957,V,Concrete,55.78,832.41,3360563.49,220758262.42,52338185.15,146417426.45,Irrigation;Hydropower,898.86,Operational,POINT (91.9036572 25.7671664),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0544,Tuirial - Prototype Record 544,Mizoram,Barak,Tuirial,Mizoram,23.8765418,92.8301274,EPSG:4326,1965,III,Earthfill,33.61,830.75,1536410.81,172925428.22,85295242.79,148652890.52,Irrigation,1194.21,Operational,POINT (92.8301274 23.8765418),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0545,Doyang - Prototype Record 545,Nagaland,Brahmaputra,Doyang,Nagaland,26.1735662,94.3710711,EPSG:4326,1966,III,Earthfill,36.52,734.8,4507952.36,110458790.79,13756410.68,84997326.42,Irrigation;Hydropower,743.91,Under Construction,POINT (94.3710711 26.1735662),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0546,Hirakud - Prototype Record 546,Odisha,Mahanadi,Mahanadi,Odisha,21.6305289,83.8555506,EPSG:4326,2000,IV,Masonry/Earthfill,65.99,2272.31,20288327.98,47973585.27,12321092.75,35430564.42,Irrigation,1238.96,Operational,POINT (83.8555506 21.6305289),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0547,Ranjit Sagar - Prototype Record 547,Punjab,Indus,Ravi,Punjab,32.482851,75.7532631,EPSG:4326,1945,III,Concrete/Gravity,39.32,263.54,1038904.18,316130329.94,33653627.39,256246706.39,Irrigation;Hydropower,1635.59,Under Construction,POINT (75.7532631 32.4828510),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0548,Bisalpur - Prototype Record 548,Rajasthan,Ganga,Banas,Rajasthan,25.5624279,75.4529418,EPSG:4326,1930,V,Masonry,34.84,1212.82,2606230.85,94814052.2,22153165.85,63302119.1,Irrigation,1397.57,Under Construction,POINT (75.4529418 25.5624279),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0549,Rana Pratap Sagar - Prototype Record 549,Rajasthan,Ganga,Chambal,Rajasthan,24.0464037,75.6008537,EPSG:4326,1920,IV,Concrete,101.76,753.16,8648595.64,30488289.61,4071237.07,25833268.82,Irrigation;Hydropower,1534.16,Operational,POINT (75.6008537 24.0464037),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0550,Teesta V - Prototype Record 550,Sikkim,Ganga,Teesta,Sikkim,27.1543982,88.8596626,EPSG:4326,1994,V,Concrete,64.49,2838.67,14298304.75,365349926.51,25197701.8,243614462.39,Irrigation,2543.89,Under Construction,POINT (88.8596626 27.1543982),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0551,Mettur - Prototype Record 551,Tamil Nadu,Cauvery,Cauvery,Tamil Nadu,11.7981067,77.7745477,EPSG:4326,1994,II,Masonry/Concrete,25.85,827.59,2522181.85,123272902.51,14150010.34,110841955.19,Irrigation,1919.24,Under Construction,POINT (77.7745477 11.7981067),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0552,Bhavanisagar - Prototype Record 552,Tamil Nadu,Other,Bhavani,Tamil Nadu,11.357433,77.1043174,EPSG:4326,2014,V,Earthfill/Concrete,53.01,462.13,2560576.54,273978124.49,20243647.16,236747700.93,Flood Control,853.17,Under Construction,POINT (77.1043174 11.3574330),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0553,Sathanur - Prototype Record 553,Tamil Nadu,East Coast,Thenpennai,Tamil Nadu,12.2951393,78.9220891,EPSG:4326,1925,III,Concrete,62.02,670.3,5141477.51,166239753.97,19723971.0,109583335.99,Irrigation,2803.55,Operational,POINT (78.9220891 12.2951393),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0554,Srisailam Left Bank - Prototype Record 554,Telangana,Krishna,Krishna,Telangana,16.0589229,78.7561309,EPSG:4326,1908,II,Concrete,22.04,541.92,676913.6,32090325.1,2336637.82,25417969.4,Hydropower,1404.98,Operational,POINT (78.7561309 16.0589229),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0555,Singur - Prototype Record 555,Telangana,Godavari,Manjira,Telangana,17.5211121,77.9177671,EPSG:4326,1918,IV,Earthfill,52.7,595.11,5358548.29,46799135.11,4761760.21,35860628.17,Multipurpose,534.97,Operational,POINT (77.9177671 17.5211121),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0556,Dumbur - Prototype Record 556,Tripura,Ganga,Gomati,Tripura,23.6786686,91.6679225,EPSG:4326,2017,V,Earthfill,43.39,1302.46,3744835.5,174123184.88,56411322.27,121017515.8,Flood Control,1202.85,Operational,POINT (91.6679225 23.6786686),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0557,Rihand - Prototype Record 557,Uttar Pradesh,Ganga,Rihand,Uttar Pradesh,24.1021017,82.8820056,EPSG:4326,1993,II,Concrete/Earthfill,61.2,435.15,1768056.81,218559330.47,14954484.53,171940475.83,Flood Control,3819.76,Under Construction,POINT (82.8820056 24.1021017),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0558,Tehri - Prototype Record 558,Uttarakhand,Ganga,Bhagirathi,Uttarakhand,30.3988229,78.5169142,EPSG:4326,1957,III,Earthfill/Rockfill,79.49,253.93,1457339.04,629320591.83,143015107.18,593689771.06,Multipurpose,5289.51,Operational,POINT (78.5169142 30.3988229),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0559,Ramganga - Prototype Record 559,Uttarakhand,Ganga,Ramganga,Uttarakhand,29.5705659,78.6666265,EPSG:4326,2021,III,Concrete,56.5,1383.09,14003584.65,250233013.96,50761321.05,214314992.73,Irrigation;Hydropower,1394.71,Operational,POINT (78.6666265 29.5705659),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0560,Farakka - Prototype Record 560,West Bengal,Ganga,Ganga,West Bengal,24.7815747,87.9231419,EPSG:4326,1964,III,Barrages,5.0,1457.5,982958.93,46486906.03,3477562.07,30627663.36,Hydropower,665.49,Operational,POINT (87.9231419 24.7815747),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0561,Kangsabati - Prototype Record 561,West Bengal,Ganga,Kangsabati,West Bengal,23.0688253,87.2678565,EPSG:4326,1925,V,Earthfill,16.67,1362.86,1655371.35,39572546.43,3103548.8,32835418.25,Multipurpose,1413.01,Operational,POINT (87.2678565 23.0688253),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0562,Salal - Prototype Record 562,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.2212576,74.9851706,EPSG:4326,1967,IV,Concrete,55.99,569.13,5145366.62,16019633.63,4484956.7,14197789.77,Drinking Water,883.28,Operational,POINT (74.9851706 33.2212576),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0563,Baglihar - Prototype Record 563,Jammu and Kashmir,Indus,Chenab,Jammu and Kashmir,33.1780823,75.4049007,EPSG:4326,1966,III,Concrete,55.4,313.55,2307196.4,764993352.8,55737720.9,725131511.79,Flood Control,6444.74,Operational,POINT (75.4049007 33.1780823),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0564,Nimoo Bazgo - Prototype Record 564,Ladakh,Indus,Indus,Ladakh,34.2245521,77.6373223,EPSG:4326,1928,III,Concrete,56.26,1654.37,6919045.34,73821030.24,7504427.58,60029830.98,Multipurpose,964.04,Under Construction,POINT (77.6373223 34.2245521),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0565,Polavaram - Prototype Record 565,Andhra Pradesh,Godavari,Godavari,Andhra Pradesh,17.3428448,81.7271785,EPSG:4326,1909,II,Concrete/Gravity,89.71,310.17,1579340.6,64947728.25,5157880.55,46841769.42,Drinking Water,984.52,Under Construction,POINT (81.7271785 17.3428448),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0566,Srisailam - Prototype Record 566,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.1708195,78.9808923,EPSG:4326,1919,III,Masonry/Concrete,84.6,1198.56,15938284.92,52487467.16,3775492.64,36317244.83,Hydropower,653.74,Operational,POINT (78.9808923 16.1708195),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0567,Nagarjuna Sagar - Prototype Record 567,Andhra Pradesh,Krishna,Krishna,Andhra Pradesh,16.4384098,79.2851307,EPSG:4326,1983,II,Masonry,42.44,1191.68,5072951.73,464039565.03,45721369.93,338497124.14,Hydropower,3060.27,Operational,POINT (79.2851307 16.4384098),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0568,Ranganadi - Prototype Record 568,Arunachal Pradesh,Brahmaputra,Ranganadi,Arunachal Pradesh,27.6307883,94.4125454,EPSG:4326,1961,V,Concrete,44.8,1798.36,10010243.78,1092036363.01,168635400.65,934954650.32,Irrigation,7496.84,Operational,POINT (94.4125454 27.6307883),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0569,Karbi Langpi - Prototype Record 569,Assam,Brahmaputra,Borpani,Assam,25.8965462,92.7562557,EPSG:4326,1962,II,Concrete,45.89,1860.61,3679252.42,150251223.16,14404300.71,128738488.21,Drinking Water,1830.55,Operational,POINT (92.7562557 25.8965462),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0570,Kohira - Prototype Record 570,Bihar,Ganga,Kohira,Bihar,24.8758474,83.407032,EPSG:4326,1963,V,Earthfill,48.13,518.36,998623.69,164654307.76,41113253.81,115845378.45,Flood Control,3388.71,Operational,POINT (83.4070320 24.8758474),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0571,Gangrel - Prototype Record 571,Chhattisgarh,Mahanadi,Mahanadi,Chhattisgarh,20.0208482,81.1284722,EPSG:4326,1983,II,Masonry,31.3,628.75,805299.4,470977355.22,145412454.92,332599775.38,Irrigation,4724.48,Operational,POINT (81.1284722 20.0208482),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0572,Salaulim - Prototype Record 572,Goa,West Coast,Salaulim,Goa,15.2487842,73.9608897,EPSG:4326,1969,II,Earthfill,28.29,673.52,3059852.36,528944201.16,58718616.93,434554282.91,Irrigation,6221.75,Operational,POINT (73.9608897 15.2487842),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0573,Sardar Sarovar - Prototype Record 573,Gujarat,Narmada,Narmada,Gujarat,21.8468268,73.7278509,EPSG:4326,2004,III,Concrete/Gravity,46.28,3339.51,20555062.14,13094924.35,1192295.55,11391811.45,Hydropower,242.28,Under Construction,POINT (73.7278509 21.8468268),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0574,Ukai - Prototype Record 574,Gujarat,Tapi,Tapi,Gujarat,21.3016559,73.722375,EPSG:4326,1985,V,Earthfill/Concrete,17.56,1337.28,4012073.73,323063843.36,22904098.24,294934527.03,Multipurpose,3609.5,Operational,POINT (73.7223750 21.3016559),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0575,Kaushalya - Prototype Record 575,Haryana,Indus,Kaushalya,Haryana,30.8405714,76.8312673,EPSG:4326,1923,V,Earthfill,37.58,1334.99,4750671.18,42359987.37,4739718.0,39568741.1,Drinking Water,1088.42,Under Construction,POINT (76.8312673 30.8405714),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0576,Bhakra - Prototype Record 576,Himachal Pradesh,Indus,Sutlej,Himachal Pradesh,31.390347,76.3954228,EPSG:4326,1990,II,Concrete/Gravity,52.33,1174.78,9673257.27,34793799.37,2845612.72,31563934.88,Irrigation,823.99,Operational,POINT (76.3954228 31.3903470),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0577,Pong - Prototype Record 577,Himachal Pradesh,Indus,Beas,Himachal Pradesh,31.7362894,76.8981865,EPSG:4326,1982,II,Earthfill,41.71,1076.62,6025964.01,59940755.62,4057191.8,45125422.58,Irrigation,422.5,Operational,POINT (76.8981865 31.7362894),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0578,Maithon - Prototype Record 578,Jharkhand,Damodar,Barakar,Jharkhand,23.8745761,86.6466401,EPSG:4326,2004,II,Concrete/Earthfill,54.8,1099.12,3446747.51,67517811.05,7278310.07,55538502.42,Drinking Water,936.52,Under Construction,POINT (86.6466401 23.8745761),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0579,Panchet - Prototype Record 579,Jharkhand,Ganga,Damodar,Jharkhand,23.5818567,86.789612,EPSG:4326,1919,III,Earthfill/Concrete,62.0,2158.17,14521855.05,150394618.76,21245329.86,136705946.26,Flood Control,1987.15,Operational,POINT (86.7896120 23.5818567),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0580,Almatti - Prototype Record 580,Karnataka,Krishna,Krishna,Karnataka,16.1904439,75.9290769,EPSG:4326,1944,III,Concrete,38.34,871.37,5793234.96,55037186.07,5584744.78,51064659.09,Hydropower,1702.49,Operational,POINT (75.9290769 16.1904439),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0581,Krishna Raja Sagara - Prototype Record 581,Karnataka,Cauvery,Cauvery,Karnataka,12.3886857,76.5487962,EPSG:4326,1992,V,Masonry,40.29,2330.61,8703035.41,195799790.55,22363443.26,130594087.66,Flood Control,3685.7,Operational,POINT (76.5487962 12.3886857),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0582,Tungabhadra - Prototype Record 582,Karnataka,Krishna,Tungabhadra,Karnataka,15.3060084,76.444221,EPSG:4326,1958,III,Masonry,37.01,1272.8,6416920.67,74191445.75,29824960.7,58315407.26,Irrigation;Hydropower,1032.55,Under Construction,POINT (76.4442210 15.3060084),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0583,Idukki - Prototype Record 583,Kerala,West Coast,Periyar,Kerala,9.9676851,76.7651027,EPSG:4326,2011,II,Concrete/Arch,163.82,796.79,12258046.6,48812559.95,13993166.76,37560950.92,Drinking Water,861.09,Operational,POINT (76.7651027 9.9676851),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0584,Mullaperiyar - Prototype Record 584,Kerala,West Coast,Periyar,Kerala,9.6022446,77.1407312,EPSG:4326,2005,IV,Masonry,16.26,552.88,1384102.9,200690328.5,67164400.51,169489038.67,Multipurpose,3801.03,Operational,POINT (77.1407312 9.6022446),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0585,Indira Sagar - Prototype Record 585,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.3085154,76.3812071,EPSG:4326,2020,III,Concrete/Earthfill,71.56,852.22,8314824.05,255322559.18,26233506.06,234918984.96,Hydropower,1872.44,Operational,POINT (76.3812071 22.3085154),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0586,Bargi - Prototype Record 586,Madhya Pradesh,Narmada,Narmada,Madhya Pradesh,22.9562852,79.9064157,EPSG:4326,1925,III,Concrete,62.16,545.33,5597461.8,113557670.18,25787105.93,90721879.67,Irrigation,2959.84,Under Construction,POINT (79.9064157 22.9562852),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0587,Koyna - Prototype Record 587,Maharashtra,Other,Koyna,Maharashtra,17.2908305,73.6334466,EPSG:4326,1974,V,Concrete/Gravity,32.62,685.78,3985691.96,51543523.41,13987778.68,38246293.91,Multipurpose,564.93,Operational,POINT (73.6334466 17.2908305),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0588,Jayakwadi - Prototype Record 588,Maharashtra,Godavari,Godavari,Maharashtra,19.4399499,75.3088895,EPSG:4326,1984,III,Earthfill,33.47,961.96,5009050.27,380198113.41,48532550.94,283734294.49,Irrigation;Hydropower,3364.46,Operational,POINT (75.3088895 19.4399499),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0589,Khuga - Prototype Record 589,Manipur,Barak,Khuga,Manipur,24.567012,93.7001931,EPSG:4326,1992,V,Earthfill,20.69,492.03,1351918.78,365640211.63,28626131.17,242345152.77,Drinking Water,2237.9,Operational,POINT (93.7001931 24.5670120),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0590,Umiam - Prototype Record 590,Meghalaya,Brahmaputra,Umiam,Meghalaya,25.7789828,91.9765611,EPSG:4326,1937,IV,Concrete,42.01,920.09,2271152.51,208615907.19,23836584.6,168512582.56,Multipurpose,3357.67,Operational,POINT (91.9765611 25.7789828),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0591,Tuirial - Prototype Record 591,Mizoram,Barak,Tuirial,Mizoram,23.7884963,92.67472,EPSG:4326,2007,V,Earthfill,51.67,960.33,4424331.1,35959210.18,2616956.58,23853373.33,Multipurpose,1124.33,Operational,POINT (92.6747200 23.7884963),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0592,Doyang - Prototype Record 592,Nagaland,Brahmaputra,Doyang,Nagaland,26.2792396,94.3958021,EPSG:4326,2003,V,Earthfill,39.48,495.42,1688943.55,607195712.28,65916827.5,531592603.86,Irrigation,6468.22,Operational,POINT (94.3958021 26.2792396),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0593,Hirakud - Prototype Record 593,Odisha,Mahanadi,Mahanadi,Odisha,21.4857206,83.9098064,EPSG:4326,1940,V,Masonry/Earthfill,68.55,559.85,4679237.02,390998252.08,36206556.37,356102044.94,Flood Control,2264.68,Operational,POINT (83.9098064 21.4857206),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
IND_DAM_0594,Ranjit Sagar - Prototype Record 594,Punjab,Indus,Ravi,Punjab,32.6426997,75.7042405,EPSG:4326,1910,IV,Concrete/Gravity,55.76,1267.82,11864306.51,205634233.88,35850966.93,184907938.12,Multipurpose,1239.92,Under Construction,POINT (75.7042405 32.6426997),REAL_NAME/ANCHOR + SYNTHETIC_PROTOTYPE_PARAMETERS
