breach_id,dam_id,dam_name,reservoir_id,river_name,state,district,latitude,longitude,crs,breach_type,failure_mode,breach_location,breach_elevation_m,initial_reservoir_level_m,initial_storage_m3,breach_width_m,breach_depth_m,breach_length_m,breach_side_slope,breach_formation_time_min,breach_formation_rate_m_per_min,failure_start_time,peak_outflow_m3s,time_to_peak_min,breach_outflow_volume_m3,downstream_initial_flow_m3s,dam_height_m,reservoir_area_m2,simulation_duration_hr,scenario_severity,trigger_condition,breach_geometry_wkt,data_source,data_status
IN-B042-011,D042,Uri,R042,Jhelum,Jammu and Kashmir,Baramulla,34.08,74.07,EPSG:4326,Structural Failure,Sudden,Central dam section,31.31,34.08,319296443.73,7.5,20.69,23.69,0.55,121.69,0.0616,2026-08-12 06:00:00,101972.82,78.05,252154051.77,476.47,52,33866615.8,23.5,Medium,Overtopping,"POLYGON((74.06899999999999 34.079,74.071 34.079,74.071 34.080999999999996,74.06899999999999 34.080999999999996,74.06899999999999 34.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B042-012,D042,Uri,R042,Jhelum,Jammu and Kashmir,Baramulla,34.08,74.07,EPSG:4326,Overtopping,Progressive,Central dam section,17.96,38.6,284944208.76,16.13,34.04,14.7,1.52,20.75,0.7772,2026-08-13 06:00:00,613319.16,17.34,198151248.17,311.75,52,59577939.14,38.6,High,Foundation Failure,"POLYGON((74.06899999999999 34.079,74.071 34.079,74.071 34.080999999999996,74.06899999999999 34.080999999999996,74.06899999999999 34.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B042-013,D042,Uri,R042,Jhelum,Jammu and Kashmir,Baramulla,34.08,74.07,EPSG:4326,Piping,Sudden,Central dam section,31.07,38.4,313338680.42,7.52,20.93,18.84,1.8,113.93,0.066,2026-08-14 06:00:00,124801.51,86.91,267304415.42,97.21,52,10098808.33,16.5,Extreme,Structural Failure,"POLYGON((74.06899999999999 34.079,74.071 34.079,74.071 34.080999999999996,74.06899999999999 34.080999999999996,74.06899999999999 34.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B042-014,D042,Uri,R042,Jhelum,Jammu and Kashmir,Baramulla,34.08,74.07,EPSG:4326,Structural Failure,Progressive,Central dam section,32.17,45.15,325283669.91,9.5,19.83,23.9,0.57,73.33,0.1296,2026-08-15 06:00:00,127452.46,45.03,244845710.16,331.14,52,20185341.93,41.4,Low,Heavy Rainfall,"POLYGON((74.06899999999999 34.079,74.071 34.079,74.071 34.080999999999996,74.06899999999999 34.080999999999996,74.06899999999999 34.079))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-001,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Structural Failure,Sudden,Central dam section,75.61,135.06,210788398.56,27.76,68.39,94.31,0.9,177.91,0.156,2026-08-02 06:00:00,45094.95,73.73,188466103.17,358.69,144,8601295.27,38.0,Low,Heavy Rainfall,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-002,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Overtopping,Progressive,Central dam section,46.82,132.42,391617876.1,44.26,97.18,34.47,0.74,172.28,0.2569,2026-08-03 06:00:00,110678.41,105.6,329236454.43,345.37,144,48299247.93,27.7,Medium,Overtopping,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-003,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Piping,Sudden,Central dam section,72.03,136.88,44462962.92,31.32,71.97,47.28,1.44,123.04,0.2546,2026-08-04 06:00:00,12491.52,102.75,34991131.31,464.49,144,36856723.41,40.3,High,Foundation Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-004,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Structural Failure,Progressive,Central dam section,51.49,138.17,261803878.9,53.0,92.51,69.95,1.45,77.82,0.6811,2026-08-05 06:00:00,132049.01,35.77,226661388.96,66.22,144,72519935.03,40.1,Extreme,Structural Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-005,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Overtopping,Sudden,Central dam section,89.16,135.26,445177862.82,19.23,54.84,37.48,0.55,133.81,0.1437,2026-08-06 06:00:00,115650.62,110.12,392800834.08,70.05,144,52248196.99,23.2,Low,Heavy Rainfall,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-006,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Piping,Progressive,Central dam section,108.84,133.32,158761939.04,52.91,35.16,47.69,0.71,147.05,0.3598,2026-08-07 06:00:00,45256.94,100.07,154495309.4,209.36,144,29231008.53,33.6,Medium,Overtopping,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-007,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Structural Failure,Sudden,Central dam section,61.44,132.48,474561166.89,41.61,82.56,95.56,0.96,86.02,0.4838,2026-08-08 06:00:00,200685.32,65.83,344820212.72,68.62,144,13732303.92,32.0,High,Foundation Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-008,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Overtopping,Progressive,Central dam section,112.77,132.18,365222486.08,43.36,31.23,107.95,0.68,148.73,0.2915,2026-08-09 06:00:00,115757.46,132.33,354324095.84,354.78,144,59633983.04,46.0,Extreme,Structural Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-009,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Piping,Sudden,Central dam section,120.4,139.65,482964540.91,55.57,23.6,65.99,0.72,136.0,0.4086,2026-08-10 06:00:00,149748.34,113.39,398410487.18,341.67,144,22790676.95,27.4,Low,Heavy Rainfall,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-010,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Structural Failure,Progressive,Central dam section,50.27,132.69,374367887.47,52.47,93.73,30.35,0.59,107.08,0.49,2026-08-11 06:00:00,128569.86,60.69,302099505.74,79.94,144,68886925.92,37.1,Medium,Overtopping,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-011,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Overtopping,Sudden,Central dam section,112.58,132.61,447970902.42,51.02,31.42,52.18,1.93,102.17,0.4993,2026-08-12 06:00:00,142877.82,63.24,356680140.06,149.62,144,78910691.77,42.0,High,Foundation Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-012,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Piping,Progressive,Central dam section,83.76,130.73,32662654.95,29.69,60.24,47.3,1.45,143.1,0.2075,2026-08-13 06:00:00,5758.19,58.63,21370017.13,173.81,144,68312322.27,30.6,Extreme,Structural Failure,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-013,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Structural Failure,Sudden,Central dam section,106.68,139.81,221098277.15,37.06,37.32,43.48,1.3,179.34,0.2066,2026-08-14 06:00:00,54987.73,157.2,172321946.88,109.68,144,1405561.47,43.0,Low,Heavy Rainfall,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B043-014,D043,Baglihar,R043,Chenab,Jammu and Kashmir,Ramban,33.17,75.32,EPSG:4326,Overtopping,Progressive,Central dam section,118.63,137.71,441659286.25,64.79,25.37,100.97,0.73,103.1,0.6284,2026-08-15 06:00:00,217774.54,64.12,296315660.12,362.19,144,6901332.77,18.9,Medium,Overtopping,"POLYGON((75.31899999999999 33.169000000000004,75.321 33.169000000000004,75.321 33.171,75.31899999999999 33.171,75.31899999999999 33.169000000000004))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-001,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Overtopping,Sudden,Central dam section,29.93,28.56,332282714.19,13.99,7.07,13.42,1.32,87.3,0.1603,2026-08-02 06:00:00,166925.29,71.29,244206314.14,60.26,37,42169280.97,25.0,Medium,Overtopping,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-002,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Piping,Progressive,Central dam section,17.44,32.94,135457570.18,6.13,19.56,15.01,1.9,29.32,0.2089,2026-08-03 06:00:00,173369.57,11.98,122526057.7,278.17,37,11130907.25,32.3,High,Foundation Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-003,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Structural Failure,Sudden,Central dam section,20.52,31.36,167785529.36,5.04,16.48,19.12,0.63,116.21,0.0433,2026-08-04 06:00:00,47345.88,80.19,164233309.64,83.45,37,61979530.67,9.8,Extreme,Structural Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-004,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Overtopping,Progressive,Central dam section,11.64,29.52,259077889.46,10.07,25.36,10.6,1.95,100.46,0.1003,2026-08-05 06:00:00,131662.19,67.28,169023737.08,383.69,37,30517036.66,36.2,Low,Heavy Rainfall,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-005,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Piping,Sudden,Central dam section,22.77,32.07,81086212.26,6.26,14.23,10.39,1.96,144.71,0.0433,2026-08-06 06:00:00,27523.08,63.24,53995326.37,299.26,37,3963762.12,21.6,Medium,Overtopping,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-006,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Structural Failure,Progressive,Central dam section,19.53,32.04,225077642.04,9.12,17.47,20.91,0.56,161.42,0.0565,2026-08-07 06:00:00,64454.45,134.08,168669340.86,99.93,37,66912080.5,19.6,High,Foundation Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-007,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Overtopping,Sudden,Central dam section,16.22,33.42,475587887.9,8.51,20.78,26.49,1.8,90.13,0.0944,2026-08-08 06:00:00,160480.29,60.75,312417885.98,263.84,37,34798724.24,32.8,Extreme,Structural Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-008,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Piping,Progressive,Central dam section,13.77,19.98,182646054.28,12.11,23.23,19.47,1.66,42.82,0.2827,2026-08-09 06:00:00,162568.21,35.51,158131124.26,21.65,37,71886524.28,29.0,Low,Heavy Rainfall,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-009,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Structural Failure,Sudden,Central dam section,29.54,24.03,83662223.43,15.71,7.46,25.96,1.26,121.88,0.1289,2026-08-10 06:00:00,25969.59,68.55,55087909.51,398.11,37,31731590.5,40.7,Medium,Overtopping,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-010,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Overtopping,Progressive,Central dam section,22.17,30.49,48006954.79,10.1,14.83,18.8,0.98,177.77,0.0568,2026-08-11 06:00:00,13632.75,111.22,38151094.57,434.74,37,17354242.68,9.6,High,Foundation Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-011,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Piping,Sudden,Central dam section,27.27,30.26,340098137.71,4.06,9.73,7.55,0.79,119.49,0.034,2026-08-12 06:00:00,127447.74,96.27,269267074.68,285.36,37,21269233.18,35.1,Extreme,Structural Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-012,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Structural Failure,Progressive,Central dam section,20.66,30.41,218838697.49,4.62,16.34,14.69,1.58,151.93,0.0304,2026-08-13 06:00:00,64939.17,82.97,213782688.07,316.07,37,44359031.36,21.6,Low,Heavy Rainfall,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-013,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Overtopping,Sudden,Central dam section,27.88,22.99,136259773.52,12.39,9.12,15.96,1.05,59.76,0.2073,2026-08-14 06:00:00,80478.74,25.45,106245055.32,69.75,37,30404374.16,35.7,Medium,Overtopping,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B044-014,D044,Kishanganga,R044,Kishanganga,Jammu and Kashmir,Bandipora,34.55,74.79,EPSG:4326,Piping,Progressive,Central dam section,22.57,21.0,213369410.25,6.63,14.43,14.49,1.82,116.51,0.0569,2026-08-15 06:00:00,77758.97,86.67,170791517.69,309.91,37,39571318.53,26.0,High,Foundation Failure,"POLYGON((74.789 34.549,74.79100000000001 34.549,74.79100000000001 34.550999999999995,74.789 34.550999999999995,74.789 34.549))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-001,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Piping,Sudden,Central dam section,119.96,154.49,492310960.72,32.5,40.04,63.97,0.89,147.15,0.2209,2026-08-02 06:00:00,168509.01,83.13,330400827.76,454.3,160,71677636.21,22.6,High,Foundation Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-002,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Structural Failure,Progressive,Central dam section,67.35,153.14,334590694.28,48.85,92.65,55.68,0.72,30.17,1.6193,2026-08-03 06:00:00,502213.99,19.53,245332908.31,416.68,160,8368819.44,22.1,Extreme,Structural Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-003,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Overtopping,Sudden,Central dam section,77.06,142.46,43744528.68,67.36,82.94,120.59,0.82,134.13,0.5022,2026-08-04 06:00:00,13140.67,106.65,34288586.52,259.44,160,68850091.25,7.4,Low,Heavy Rainfall,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-004,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Piping,Progressive,Central dam section,80.96,155.8,214699480.43,71.47,79.04,41.78,0.97,34.88,2.0491,2026-08-05 06:00:00,215704.81,15.96,203462326.41,430.58,160,20263247.57,44.3,Medium,Overtopping,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-005,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Structural Failure,Sudden,Central dam section,119.91,147.0,231403046.51,32.42,40.09,46.96,0.56,17.75,1.8264,2026-08-06 06:00:00,624748.03,13.58,206177220.24,147.39,160,28405670.96,38.0,High,Foundation Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-006,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Overtopping,Progressive,Central dam section,102.35,151.97,81029320.6,36.55,57.65,45.07,1.86,52.62,0.6946,2026-08-07 06:00:00,87247.53,41.36,63190872.71,330.91,160,74239306.21,11.7,Extreme,Structural Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-007,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Piping,Sudden,Central dam section,123.28,155.98,366054657.58,47.78,36.72,104.8,1.44,105.25,0.454,2026-08-08 06:00:00,124310.35,85.36,274717885.82,437.85,160,24719181.17,30.1,Low,Heavy Rainfall,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-008,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Structural Failure,Progressive,Central dam section,72.94,151.86,35624352.12,31.54,87.06,125.2,1.32,167.59,0.1882,2026-08-09 06:00:00,12069.15,76.2,33042950.6,361.01,160,1777261.36,28.7,Medium,Overtopping,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-009,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Overtopping,Sudden,Central dam section,69.16,149.04,415195600.68,18.57,90.84,62.27,1.47,155.46,0.1195,2026-08-10 06:00:00,131267.13,126.46,305354483.81,155.62,160,4854827.0,35.4,High,Foundation Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-010,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Piping,Progressive,Central dam section,78.92,150.84,132048003.16,35.51,81.08,91.48,1.68,41.04,0.8652,2026-08-11 06:00:00,105436.8,34.3,110601806.65,170.38,160,12219466.73,33.4,Extreme,Structural Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-011,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Structural Failure,Sudden,Central dam section,104.28,147.23,79550032.07,56.72,55.72,80.95,1.44,44.69,1.2692,2026-08-12 06:00:00,85382.69,36.86,71012611.85,493.39,160,36200315.74,34.3,Low,Heavy Rainfall,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-012,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Overtopping,Progressive,Central dam section,70.16,142.87,296424926.16,19.91,89.84,126.62,0.94,174.69,0.114,2026-08-13 06:00:00,87134.57,118.61,237240787.23,329.49,160,71779514.88,37.6,Medium,Overtopping,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-013,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Piping,Sudden,Central dam section,119.51,147.11,142890052.33,51.48,40.49,84.35,1.41,23.72,2.1705,2026-08-14 06:00:00,284027.95,18.81,112732754.69,130.48,160,70978401.85,31.4,High,Foundation Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B045-014,D045,Ranjit Sagar,R045,Ravi,Punjab,Pathankot,32.43,75.65,EPSG:4326,Structural Failure,Progressive,Central dam section,127.9,143.5,398184790.92,51.82,32.1,96.63,1.28,34.55,1.4998,2026-08-15 06:00:00,487335.6,29.98,315632037.85,187.4,160,35144705.96,16.4,Extreme,Structural Failure,"POLYGON((75.649 32.429,75.65100000000001 32.429,75.65100000000001 32.431,75.649 32.431,75.649 32.429))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B046-001,D046,Doyang,R046,Doyang,Nagaland,Wokha,26.12,94.18,EPSG:4326,Structural Failure,Sudden,Central dam section,71.21,79.16,107943096.74,34.13,20.79,67.45,1.84,92.74,0.368,2026-08-02 06:00:00,61659.29,53.32,87957394.62,252.35,92,38409852.23,45.2,Extreme,Structural Failure,"POLYGON((94.179 26.119,94.18100000000001 26.119,94.18100000000001 26.121000000000002,94.179 26.121000000000002,94.179 26.119))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B046-002,D046,Doyang,R046,Doyang,Nagaland,Wokha,26.12,94.18,EPSG:4326,Overtopping,Progressive,Central dam section,28.96,84.39,349480246.07,35.72,63.04,64.06,0.94,87.21,0.4096,2026-08-03 06:00:00,195716.24,55.03,245718784.08,436.52,92,35041415.9,40.1,Low,Heavy Rainfall,"POLYGON((94.179 26.119,94.18100000000001 26.119,94.18100000000001 26.121000000000002,94.179 26.121000000000002,94.179 26.119))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B046-003,D046,Doyang,R046,Doyang,Nagaland,Wokha,26.12,94.18,EPSG:4326,Piping,Sudden,Central dam section,77.27,81.4,233267067.44,39.0,14.73,54.99,1.05,50.94,0.7655,2026-08-04 06:00:00,242032.88,38.62,226745501.71,359.32,92,45607276.31,47.9,Medium,Overtopping,"POLYGON((94.179 26.119,94.18100000000001 26.119,94.18100000000001 26.121000000000002,94.179 26.121000000000002,94.179 26.119))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
IN-B046-004,D046,Doyang,R046,Doyang,Nagaland,Wokha,26.12,94.18,EPSG:4326,Structural Failure,Progressive,Central dam section,66.3,86.91,144872635.5,12.58,25.7,36.89,0.71,40.73,0.309,2026-08-05 06:00:00,117474.23,17.77,126249193.41,366.65,92,46294329.08,43.4,High,Foundation Failure,"POLYGON((94.179 26.119,94.18100000000001 26.119,94.18100000000001 26.121000000000002,94.179 26.121000000000002,94.179 26.119))",Indian dam anchor + synthetic dam-break scenario,SYNTHETIC_PROTOTYPE
