river_id,river_name,river_basin,state,district,reach_id,latitude,longitude,crs,chainage_km,river_width_m,bankfull_width_m,left_bank_elevation_m,right_bank_elevation_m,bed_elevation_m,thalweg_elevation_m,mean_depth_m,maximum_depth_m,bed_slope,cross_section_area_m2,wetted_perimeter_m,manning_n,bank_material,flow_direction_deg,upstream_dam_id,cross_section_wkt,measurement_timestamp,data_source,data_status
IN-R37,Sutlej,Indus Basin,Himachal Pradesh,Bilaspur,IN-37-13,31.421,76.44375,EPSG:4326,18.0,39.44,46.54,156.62,153.84,151.39,148.89,5.42,7.74,0.003984,189.12,54.91,0.033,Clay,100.83,D003,"LINESTRING(76.43875000000001 31.419,76.44375000000001 31.421,76.44875 31.423)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R37,Sutlej,Indus Basin,Himachal Pradesh,Bilaspur,IN-37-14,31.423,76.44625,EPSG:4326,19.5,30.14,35.57,131.85,126.72,121.4,117.51,10.04,14.34,0.002732,320.25,58.82,0.036,Clay,199.8,D003,"LINESTRING(76.44125000000001 31.421000000000003,76.44625 31.423000000000002,76.45125 31.425)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-01,33.157,75.30375,EPSG:4326,0.0,112.78,133.08,140.45,137.09,132.44,131.39,6.34,9.06,0.003591,853.73,130.91,0.033,Sand,301.53,D043,"LINESTRING(75.29875 33.155,75.30375 33.157000000000004,75.30874999999999 33.159000000000006)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-02,33.159,75.30625,EPSG:4326,1.5,99.11,116.95,106.7,107.27,102.59,100.1,4.62,6.6,0.003004,575.44,112.32,0.029,Clay,229.4,D043,"LINESTRING(75.30125 33.157,75.30624999999999 33.159,75.31124999999999 33.161)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-03,33.161,75.30875,EPSG:4326,3.0,98.19,115.86,153.39,153.49,148.41,145.39,5.6,7.99,0.002024,570.38,114.18,0.03,Alluvium,356.49,D043,"LINESTRING(75.30375 33.159,75.30874999999999 33.161,75.31374999999998 33.163000000000004)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-04,33.163,75.31125,EPSG:4326,4.5,116.18,137.09,151.28,156.65,139.69,138.78,8.75,12.5,0.001867,1194.43,141.17,0.041,Silt,192.63,D043,"LINESTRING(75.30624999999999 33.161,75.31124999999999 33.163000000000004,75.31624999999998 33.165000000000006)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-05,33.165,75.31375,EPSG:4326,6.0,171.88,202.82,131.83,131.28,119.48,117.37,10.12,14.46,0.00068,2171.83,200.81,0.033,Clay,30.05,D043,"LINESTRING(75.30875 33.163,75.31375 33.165,75.31875 33.167)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-06,33.167,75.31625,EPSG:4326,7.5,154.2,181.95,138.94,134.69,129.08,127.02,8.34,11.92,0.000771,1117.14,178.04,0.026,Alluvium,253.45,D043,"LINESTRING(75.31125 33.165,75.31625 33.167,75.32124999999999 33.169000000000004)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-07,33.169,75.31875,EPSG:4326,9.0,93.31,110.1,173.11,173.47,162.02,159.14,9.78,13.98,0.002325,1093.95,121.26,0.032,Silt,17.38,D043,"LINESTRING(75.31375 33.167,75.31875 33.169000000000004,75.32374999999999 33.17100000000001)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-08,33.171,75.32125,EPSG:4326,10.5,107.06,126.33,202.74,209.65,189.65,187.93,10.37,14.81,0.003414,1413.61,136.68,0.027,Alluvium,237.89,D043,"LINESTRING(75.31625 33.169,75.32124999999999 33.171,75.32624999999999 33.173)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-09,33.173,75.32375,EPSG:4326,12.0,118.18,139.46,120.24,120.52,107.54,105.09,10.6,15.15,0.000644,1494.22,148.48,0.043,Sand,111.91,D043,"LINESTRING(75.31875 33.171,75.32374999999999 33.173,75.32874999999999 33.175000000000004)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-10,33.175,75.32625,EPSG:4326,13.5,85.47,100.85,92.77,95.61,85.93,84.48,5.81,8.3,0.002743,597.45,102.07,0.031,Alluvium,22.28,D043,"LINESTRING(75.32124999999999 33.173,75.32624999999999 33.175000000000004,75.33124999999998 33.17700000000001)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-11,33.177,75.32875,EPSG:4326,15.0,89.21,105.26,116.41,116.08,102.55,100.15,11.38,16.26,0.001368,1291.17,121.73,0.037,Sand,18.16,D043,"LINESTRING(75.32375 33.175,75.32875 33.177,75.33375 33.179)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-12,33.179,75.33125,EPSG:4326,16.5,75.86,89.52,155.79,152.07,140.84,140.04,11.03,15.75,0.003605,1031.09,107.37,0.036,Sand,186.52,D043,"LINESTRING(75.32625 33.177,75.33125 33.179,75.33624999999999 33.181000000000004)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-13,33.181,75.33375,EPSG:4326,18.0,147.43,173.96,223.7,225.87,220.57,219.47,2.96,4.23,0.001297,477.14,155.89,0.042,Sand,142.94,D043,"LINESTRING(75.32875 33.179,75.33375 33.181000000000004,75.33874999999999 33.18300000000001)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R38,Chenab,Indus Basin,Jammu and Kashmir,Ramban,IN-38-14,33.183,75.33625,EPSG:4326,19.5,165.63,195.44,101.99,104.27,87.64,86.4,10.92,15.59,0.001922,2013.24,196.81,0.025,Gravel,258.33,D043,"LINESTRING(75.33125 33.181,75.33624999999999 33.183,75.34124999999999 33.185)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-01,34.067,74.78375,EPSG:4326,0.0,85.8,101.24,179.35,183.41,165.76,163.46,11.13,15.9,0.001209,1017.56,117.6,0.026,Clay,80.38,D042,"LINESTRING(74.77875 34.065,74.78375 34.067,74.78875 34.069)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-02,34.069,74.78625,EPSG:4326,1.5,218.63,257.99,172.08,179.91,158.2,157.31,10.34,14.77,0.003501,2658.35,248.17,0.029,Alluvium,90.61,D042,"LINESTRING(74.78125 34.06699999999999,74.78625 34.068999999999996,74.79124999999999 34.071)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-03,34.071,74.78875,EPSG:4326,3.0,66.37,78.31,154.08,154.13,146.31,145.64,5.91,8.44,0.001109,500.32,83.25,0.04,Sand,194.83,D042,"LINESTRING(74.78375 34.068999999999996,74.78875 34.071,74.79374999999999 34.073)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-04,34.073,74.79125,EPSG:4326,4.5,102.18,120.58,231.1,228.71,226.78,223.74,5.15,7.36,0.002033,496.08,116.9,0.035,Gravel,333.66,D042,"LINESTRING(74.78625 34.071,74.79124999999999 34.073,74.79624999999999 34.075)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-05,34.075,74.79375,EPSG:4326,6.0,133.57,157.61,170.44,167.49,163.83,160.92,6.67,9.52,0.000377,800.53,152.62,0.044,Gravel,164.9,D042,"LINESTRING(74.78875000000001 34.07299999999999,74.79375 34.074999999999996,74.79875 34.077)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-06,34.077,74.79625,EPSG:4326,7.5,97.03,114.5,184.97,183.73,170.79,168.1,11.81,16.87,0.003828,1082.33,130.77,0.041,Sand,35.47,D042,"LINESTRING(74.79125 34.074999999999996,74.79625 34.077,74.80125 34.079)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-07,34.079,74.79875,EPSG:4326,9.0,65.32,77.08,168.26,168.76,162.3,159.88,5.87,8.38,0.003864,422.73,82.08,0.034,Clay,319.58,D042,"LINESTRING(74.79375 34.077,74.79875 34.079,74.80375 34.081)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-08,34.081,74.80125,EPSG:4326,10.5,105.15,124.08,169.92,171.13,157.51,154.27,10.95,15.65,0.001545,1262.14,136.44,0.037,Sand,296.04,D042,"LINESTRING(74.79625 34.07899999999999,74.80125 34.080999999999996,74.80624999999999 34.083)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-09,34.083,74.80375,EPSG:4326,12.0,139.91,165.09,155.34,151.65,144.5,142.0,9.34,13.34,0.002028,1485.25,166.58,0.036,Clay,192.39,D042,"LINESTRING(74.79875 34.080999999999996,74.80375 34.083,74.80874999999999 34.085)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-10,34.085,74.80625,EPSG:4326,13.5,124.88,147.36,164.26,159.09,150.8,147.41,11.8,16.85,0.002506,1710.97,158.58,0.041,Silt,265.77,D042,"LINESTRING(74.80125 34.083,74.80624999999999 34.085,74.81124999999999 34.087)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-11,34.087,74.80875,EPSG:4326,15.0,88.09,103.95,139.7,143.39,132.7,128.8,7.63,10.9,0.002706,678.97,109.9,0.03,Gravel,351.13,D042,"LINESTRING(74.80375000000001 34.084999999999994,74.80875 34.086999999999996,74.81375 34.089)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-12,34.089,74.81125,EPSG:4326,16.5,89.72,105.86,185.41,184.21,182.14,178.39,4.91,7.02,0.002261,426.81,103.75,0.043,Gravel,86.13,D042,"LINESTRING(74.80625 34.086999999999996,74.81125 34.089,74.81625 34.091)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-13,34.091,74.81375,EPSG:4326,18.0,97.15,114.64,162.9,160.49,152.45,150.45,8.71,12.44,0.002756,889.55,122.04,0.044,Clay,126.42,D042,"LINESTRING(74.80875 34.089,74.81375 34.091,74.81875 34.093)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R39,Jhelum,Indus Basin,Jammu and Kashmir,Srinagar,IN-39-14,34.093,74.81625,EPSG:4326,19.5,95.89,113.15,156.06,159.17,144.08,143.11,9.07,12.95,0.001777,1097.88,121.8,0.03,Gravel,218.14,D042,"LINESTRING(74.81125 34.090999999999994,74.81625 34.092999999999996,74.82124999999999 34.095)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-01,15.257,76.32375,EPSG:4326,0.0,107.32,126.64,205.54,204.93,192.2,188.9,11.65,16.64,0.001008,1605.71,140.61,0.036,Alluvium,292.62,D006,"LINESTRING(76.31875000000001 15.254999999999999,76.32375 15.257,76.32875 15.259)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-02,15.259,76.32625,EPSG:4326,1.5,56.01,66.09,119.77,110.55,111.1,107.33,8.7,12.44,0.001441,512.75,80.88,0.035,Silt,156.27,D006,"LINESTRING(76.32125 15.257,76.32625 15.259,76.33125 15.261000000000001)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-03,15.261,76.32875,EPSG:4326,3.0,142.88,168.6,197.01,200.01,187.98,187.23,6.84,9.78,0.003862,1157.31,162.43,0.039,Gravel,115.68,D006,"LINESTRING(76.32375 15.258999999999999,76.32875 15.261,76.33375 15.263)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-04,15.263,76.33125,EPSG:4326,4.5,106.13,125.23,192.34,196.73,178.55,174.56,12.44,17.77,0.000241,1333.4,141.68,0.041,Gravel,47.8,D006,"LINESTRING(76.32625 15.261,76.33125 15.263,76.33624999999999 15.265)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-05,15.265,76.33375,EPSG:4326,6.0,192.31,226.93,151.07,151.81,144.28,143.44,5.34,7.63,0.00119,1098.67,207.57,0.03,Gravel,274.2,D006,"LINESTRING(76.32875000000001 15.262999999999998,76.33375000000001 15.264999999999999,76.33875 15.267)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-06,15.267,76.33625,EPSG:4326,7.5,92.61,109.28,115.0,119.39,103.0,99.11,11.12,15.88,0.002256,1249.67,124.37,0.044,Alluvium,238.51,D006,"LINESTRING(76.33125000000001 15.264999999999999,76.33625 15.267,76.34125 15.269)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-07,15.269,76.33875,EPSG:4326,9.0,33.66,39.72,116.99,119.2,102.47,100.15,11.79,16.84,0.000166,418.37,67.34,0.036,Silt,281.11,D006,"LINESTRING(76.33375000000001 15.267,76.33875 15.269,76.34375 15.271)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-08,15.271,76.34125,EPSG:4326,10.5,120.37,142.03,142.97,136.32,132.51,129.69,9.29,13.28,0.00212,1084.83,146.92,0.037,Sand,95.52,D006,"LINESTRING(76.33625 15.268999999999998,76.34125 15.270999999999999,76.34625 15.273)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-09,15.273,76.34375,EPSG:4326,12.0,127.15,150.03,100.18,92.19,85.2,82.46,12.41,17.73,0.002248,2027.4,162.6,0.04,Silt,107.95,D006,"LINESTRING(76.33875 15.270999999999999,76.34375 15.273,76.34875 15.275)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-10,15.275,76.34625,EPSG:4326,13.5,129.59,152.91,89.46,89.33,80.44,76.64,8.98,12.83,0.002984,1258.98,155.24,0.032,Gravel,123.92,D006,"LINESTRING(76.34125 15.273,76.34625 15.275,76.35125 15.277000000000001)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-11,15.277,76.34875,EPSG:4326,15.0,50.62,59.73,186.57,189.99,177.08,173.88,8.88,12.69,0.000866,508.22,76.0,0.043,Alluvium,51.15,D006,"LINESTRING(76.34375000000001 15.274999999999999,76.34875000000001 15.277,76.35375 15.279)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-12,15.279,76.35125,EPSG:4326,16.5,135.26,159.6,159.19,161.28,146.63,144.57,10.24,14.63,0.002642,1373.9,164.51,0.035,Silt,252.27,D006,"LINESTRING(76.34625000000001 15.277,76.35125000000001 15.279,76.35625 15.281)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-13,15.281,76.35375,EPSG:4326,18.0,134.4,158.59,120.03,119.43,108.08,105.03,10.5,15.0,0.00132,1285.87,164.4,0.037,Gravel,283.75,D006,"LINESTRING(76.34875000000001 15.278999999999998,76.35375 15.280999999999999,76.35875 15.283)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R40,Tungabhadra,Krishna Basin,Karnataka,Vijayanagara,IN-40-14,15.283,76.35625,EPSG:4326,19.5,65.64,77.45,136.01,137.01,122.15,120.13,11.11,15.88,0.001579,915.18,97.39,0.034,Gravel,95.39,D006,"LINESTRING(76.35125000000001 15.280999999999999,76.35625 15.283,76.36125 15.285)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-01,17.657,75.89375,EPSG:4326,0.0,151.33,178.57,110.23,105.18,97.06,93.48,11.73,16.75,0.003344,1587.93,184.83,0.04,Sand,40.66,D050,"LINESTRING(75.88875 17.655,75.89375 17.657,75.89874999999999 17.659)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-02,17.659,75.89625,EPSG:4326,1.5,125.19,147.73,227.91,231.63,217.18,214.39,9.46,13.52,0.003919,1439.82,152.24,0.031,Gravel,40.81,D050,"LINESTRING(75.89125 17.657000000000004,75.89625 17.659000000000002,75.90124999999999 17.661)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-03,17.661,75.89875,EPSG:4326,3.0,107.32,126.63,210.05,206.67,203.61,202.17,5.51,7.88,0.003413,635.07,123.07,0.041,Gravel,148.35,D050,"LINESTRING(75.89375 17.659000000000002,75.89874999999999 17.661,75.90374999999999 17.663)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-04,17.663,75.90125,EPSG:4326,4.5,137.3,162.01,237.23,238.04,229.91,226.08,7.8,11.15,0.000653,1217.2,159.59,0.026,Sand,330.96,D050,"LINESTRING(75.89625 17.661,75.90124999999999 17.663,75.90624999999999 17.665)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-05,17.665,75.90375,EPSG:4326,6.0,97.05,114.52,198.37,193.76,193.48,191.72,4.66,6.65,0.001277,505.45,110.35,0.033,Silt,249.05,D050,"LINESTRING(75.89875 17.663000000000004,75.90375 17.665000000000003,75.90875 17.667)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-06,17.667,75.90625,EPSG:4326,7.5,86.42,101.97,120.94,121.96,114.18,111.41,6.67,9.53,0.000953,667.02,105.47,0.036,Gravel,341.53,D050,"LINESTRING(75.90125 17.665000000000003,75.90625 17.667,75.91125 17.669)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-07,17.669,75.90875,EPSG:4326,9.0,106.86,126.09,183.59,181.61,180.41,176.88,4.7,6.71,0.000355,455.85,120.27,0.03,Gravel,99.86,D050,"LINESTRING(75.90375 17.667,75.90875 17.669,75.91375 17.671)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-08,17.671,75.91125,EPSG:4326,10.5,103.0,121.54,149.01,149.51,136.53,133.85,10.62,15.16,0.003837,1024.5,133.33,0.036,Alluvium,25.87,D050,"LINESTRING(75.90625 17.669000000000004,75.91125 17.671000000000003,75.91624999999999 17.673000000000002)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-09,17.673,75.91375,EPSG:4326,12.0,99.93,117.91,184.43,182.83,177.49,176.51,5.55,7.93,0.002076,695.65,115.78,0.043,Alluvium,255.19,D050,"LINESTRING(75.90875 17.671000000000003,75.91375 17.673000000000002,75.91874999999999 17.675)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-10,17.675,75.91625,EPSG:4326,13.5,67.6,79.77,161.51,171.19,155.42,152.04,6.63,9.47,0.003625,390.94,86.54,0.038,Clay,226.07,D050,"LINESTRING(75.91125 17.673000000000002,75.91624999999999 17.675,75.92124999999999 17.677)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-11,17.677,75.91875,EPSG:4326,15.0,78.16,92.23,180.0,178.35,165.84,163.1,11.83,16.89,0.001626,820.19,111.95,0.026,Alluvium,252.47,D050,"LINESTRING(75.91375000000001 17.675000000000004,75.91875 17.677000000000003,75.92375 17.679000000000002)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-12,17.679,75.92125,EPSG:4326,16.5,99.09,116.93,141.56,145.9,130.55,128.7,9.0,12.86,0.000654,856.75,124.82,0.041,Clay,359.32,D050,"LINESTRING(75.91625 17.677000000000003,75.92125 17.679000000000002,75.92625 17.681)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-13,17.681,75.92375,EPSG:4326,18.0,61.61,72.7,149.91,149.7,138.97,135.63,9.99,14.28,0.000478,564.61,90.17,0.03,Silt,68.64,D050,"LINESTRING(75.91875 17.679000000000002,75.92375 17.681,75.92875 17.683)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R41,Bhima,Krishna Basin,Maharashtra,Solapur,IN-41-14,17.683,75.92625,EPSG:4326,19.5,93.6,110.45,147.92,142.15,143.89,140.92,4.9,7.0,0.00299,508.28,107.6,0.032,Gravel,232.15,D050,"LINESTRING(75.92125 17.681000000000004,75.92625 17.683000000000003,75.93124999999999 17.685000000000002)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R42,Musai,Krishna Basin,Telangana,Hyderabad,IN-42-01,17.377,78.46375,EPSG:4326,0.0,112.65,132.92,207.88,211.03,193.55,190.28,12.32,17.6,0.001742,1778.38,147.85,0.031,Gravel,229.16,D005,"LINESTRING(78.45875000000001 17.375,78.46375 17.377,78.46875 17.378999999999998)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R42,Musai,Krishna Basin,Telangana,Hyderabad,IN-42-02,17.379,78.46625,EPSG:4326,1.5,104.77,123.63,141.74,144.38,127.51,126.73,10.51,15.01,0.002196,1387.86,134.79,0.039,Clay,215.34,D005,"LINESTRING(78.46125 17.377000000000002,78.46625 17.379,78.47125 17.381)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R42,Musai,Krishna Basin,Telangana,Hyderabad,IN-42-03,17.381,78.46875,EPSG:4326,3.0,116.3,137.23,168.49,164.09,162.64,159.45,6.33,9.04,0.001807,937.3,134.38,0.041,Gravel,126.63,D005,"LINESTRING(78.46375 17.379,78.46875 17.381,78.47375 17.383)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R42,Musai,Krishna Basin,Telangana,Hyderabad,IN-42-04,17.383,78.47125,EPSG:4326,4.5,117.56,138.73,175.42,171.04,171.2,167.55,5.51,7.87,0.000776,717.31,133.3,0.038,Alluvium,347.54,D005,"LINESTRING(78.46625 17.381,78.47125 17.383,78.47625 17.384999999999998)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
