SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Gate-1 Discharge (cusec),Gate-2 Discharge (cusec),Gate-3 Discharge (cusec),Gate-4 Discharge (cusec),Gate-5 Discharge (cusec),Gate-6 Discharge (cusec),Gate-7 Discharge (cusec),Gate-8 Discharge (cusec),Gate-9 Discharge (cusec),Gate-10 Discharge (cusec),Gate-11 Discharge (cusec),Gate-12 Discharge (cusec),Gate-13 Discharge (cusec),Gate-14 Discharge (cusec),Gate-15 Discharge (cusec),Gate-16 Discharge (cusec),Gate-17 Discharge (cusec),Gate-18 Discharge (cusec),Gate-19 Discharge (cusec),Gate-20 Discharge (cusec),Gate-21 Discharge (cusec),Gate-22 Discharge (cusec),Gate-23 Discharge (cusec),Gate-24 Discharge (cusec),Gate-25 Discharge (cusec),Gate-26 Discharge (cusec),Gate-27 Discharge (cusec),Gate-28 Discharge (cusec),Gate-29 Discharge (cusec),Gate-30 Discharge (cusec),Gate-31 Discharge (cusec),Gate-32 Discharge (cusec),Gate-33 Discharge (cusec),Gate-34 Discharge (cusec),Gate-35 Discharge (cusec),Gate-36 Discharge (cusec),Gate-37 Discharge (cusec),Gate-38 Discharge (cusec),Gate-39 Discharge (cusec),Gate-40 Discharge (cusec),Gate-41 Discharge (cusec),Gate-42 Discharge (cusec),Gate-43 Discharge (cusec),Gate-44 Discharge (cusec),Gate-45 Discharge (cusec),Gate-46 Discharge (cusec),Gate-47 Discharge (cusec),Gate-48 Discharge (cusec),Gate-49 Discharge (cusec),Gate-50 Discharge (cusec)
3430,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 08:00,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3431,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 09:00,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3432,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 10:00,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,1865.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3433,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 12:00,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,1866.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3434,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 14:00,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3435,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 15:00,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3436,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 16:00,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,2188.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3437,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 17:00,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,2190.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3438,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 18:00,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3439,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 19:00,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,2511.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3440,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 20:00,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,2830.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3441,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 22:00,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,3146.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3442,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,24-09-2025 23:00,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,3143.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3443,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 00:00,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,3456.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3444,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 01:00,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,3453.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3445,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 02:00,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,3450.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3446,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 03:00,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3447,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 04:00,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,3447.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3448,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 06:00,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,3444.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3449,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 07:00,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3450,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 08:00,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3451,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 09:00,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,3132.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3452,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 10:00,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,2501.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3453,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 11:00,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,2499.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3454,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 13:00,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,2497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3455,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 14:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3456,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 15:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3457,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 16:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3458,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 17:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3459,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 18:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3460,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 19:00,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,1661.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3461,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 21:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3462,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 22:00,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,1533.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3463,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,25-09-2025 23:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3464,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 00:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3465,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 01:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3466,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 02:00,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,1532.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3467,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 03:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3468,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 05:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3469,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 06:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3470,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 07:00,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,1531.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3471,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 08:00,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3472,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 09:00,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,1203.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3473,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 10:00,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3474,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 11:00,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,872.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3475,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 13:00,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3476,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 14:00,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,1854.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3477,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 15:00,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3478,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 16:00,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,2208.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3479,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 17:00,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,2206.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3480,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 18:00,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,2491.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3481,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 19:00,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,2488.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3482,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 21:00,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3483,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 22:00,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,1524.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3484,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,26-09-2025 23:00,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,870.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3485,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,27-09-2025 00:00,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3486,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,27-09-2025 01:00,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3487,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,27-09-2025 02:00,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
3488,Ujjani Dam_1,Maharashtra SW,27,Maharashtra,496,Solapur,-,-,-,-,-,-,-,-,-,18.07402000,75.12002000,27-09-2025 03:00,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,869.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",""
